Unnamed: 0,"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол,date
,f9a01d8d218d6a7f974757eb3e53ceb5b69f0f57deac4e8cb6c183bc9d278822,АСХ Хирда,Положил,male,0.97,2022-06-30
,a4be482df1205f4c27f567c312da438511e0cb70241f685359fcdd55dc185aad,АСХ Хирда,Не положил,male,1.0,2022-06-30
,34c3087464b2cb236f5e7b2882c48e15f63804bac4e1cf58d34f6b1f74aafcb3,Шкорпион,Не положил,male,1.0,2022-06-30
,fa6aca6fc3f21665c4a22a3809be03e3acffd9729f40ae4eb5cac6cf33e53cc0,АСУЦ Боро Петрушевски,Не положил,male,1.0,2022-06-30
,171edbf8426c8ad6244f3044c430442cd28e6f31cb77d5738b17326ac2c1d00d,Деива Обука 2001,Не положил,male,1.0,2022-06-30
,122bb158e3f872767056202680ab29091cc01cf3aa3b4aec41155056aaedf27c,Мобилити Плус,Положил,male,1.0,2022-06-30
,80f463bcb640aca17905123a40e51fb14328dfe45c4c82dc18ce2d0e18386347,Шкорпион С 2014,Не положил,female,0.98,2022-06-30
,fdf473517bb783f11445c0ece994683363cf4ef54e92f6b505e94fcb6daf1ce9,АСУЦ Боро Петрушевски,Не положил,female,0.98,2022-06-30
,614ffbf77d0cbf0c33e5f3060d9641d4308d1e97d286f2e25635dff54455cb9d,АР-ДИ,Положил,male,0.96,2022-06-30
,1088c4cf7b3451b205ee15693c46f59cc1ea0af5e4b3be091f5dc731e88fc123,Ас-Коко,Положил,male,0.98,2022-06-30
,377d4294140681412416b70d1555c9652fd999d0ef4c5d432812ac539951fd1c,АСХ Хирда,Не положил,,0.0,2022-06-30
,559b74bc30d40d705df4cddba474c7974ffaeefb997d94943f52b60649ca8a90,АР-ДИ,Положил,female,0.92,2022-06-30
,4f7b3097c71e93036b75f1b799102dbe9c5c36eb08d4b0a1cb313611884e1bb6,Тримоски,Не положил,female,0.98,2022-06-30
,8aa29562dea8f8c5d61bf63bec5785b7b75caab4cc9e33a5f4f1cba25ef2fd78,Идол,Положил,female,0.98,2022-06-30
,21c94aa48894dcdb16b293336cb62ba2d1e8ac1980a92152ae18aa31f0c6e8a4,СМАРТ,Не положил,,0.0,2022-06-30
,0aa0a7b28bc6ca32a1d03cbaf3dd5519e7a908bf97a4c32f10aa5ed068d68595,М22 М22 Дооел,Не положил,female,0.99,2022-06-30
,4a475414778158459b73212b6055a37451a802bf35a3c5cd4609c5e3803deaf7,Идол,Не положил,female,0.99,2022-06-30
,55ff0dc8ab512c2216116e9d90785ffb4223f679f7cf62ce91b9ade2974203dd,Деива Обука 2001,Не положил,female,0.99,2022-06-30
,50e7151566290a6422d942276b283f762935782b40179f4130596b0d0ce42182,Болана ком,Не положил,male,0.62,2022-06-30
,417133762451e0f943bf46c868804568a4e5812e6f7de77699c7b4b506e4ad44,Зебра АБЦ Дооел,Не положил,female,0.98,2022-06-30
,7a455c151eb506887387c5bc329127fc66730b5226e7aab8a3bdac86b4fa0ae7,Зелен Сигнал,Не положил,female,0.98,2022-06-30
,d988b95a33a7ecb645ffb5892eb0e094e298d16a3dc6b04f0919069c86c747f4,Шкорпион Едукација,Не положил,female,0.98,2022-06-30
,00adf0fd1a7e3a25eb3e9f83f91e9770de3757c9450fc2f0dbb1c9cc7763b77a,АСХ Хирда,Положил,female,0.98,2022-06-30
,3c4cbb892f3cf358d57856a921ce8b505e7f9b6551789966df27dda9abd4261d,Шкорпион Едукација,Положил,male,0.99,2022-06-30
,69c37f38f931f109eb57fabecaaa3c894f2cf9732cde53578b7627f54f74735c,Зебра АБЦ Дооел,Не положил,male,0.97,2022-06-30
,6ce6397b5af710d46fd6861a8e2250bb16c5833dcbe8bdb768c03b187d9d9264,Шкорпион,Не положил,male,0.96,2022-06-30
,aa3c722a72c4c14999b62dcad14e8fa57d7ac7a40f84e82ac598dad8b7824118,Зебра АБЦ Дооел,Не положил,male,0.96,2022-06-30
,5fad29ed1bd51d7aebf18ae3dfab9dac97ccf27dce04ac1758d1b2d94b919b6c,Ива Обука,Не положил,female,0.6,2022-06-30
,fa37f9f340ec4d685241b5e9713d335323a4740624f1c25f3fba8683092c0b39,Зелен Сигнал,Не положил,male,0.96,2022-06-30
,ced8fe10ba71168c9839b202b40fd22c2529bc1c98c04410bf48fa47540ce1bf,Панда-ЛТД,Не положил,,0.0,2022-06-30
,a46326fa443f8246419032afa773e1782eb2a2d0124d5aed563f349a73dec4b1,АР-ДИ,Не положил,male,0.95,2022-06-30
,303546378bd7e0eb7ddd07ab14a6dacc1509815cb31f5fe670f5055370f36fa1,Кекец-О,Положил,,0.0,2022-06-30
,74668252248010d89f939841e69ac8f9a8dd855fa4f4ef80fb6bd26c187824c9,Нова-Нова,Положил,,0.0,2022-06-30
,5aaec8dbf12248d62fd9d116d83b98f5eb1a45e20e2b9346222ff664ea977ac8,Шкорпион С 2014,Не положил,,0.0,2022-06-30
,0ce863ac2851af6ce1561bf1361686ae7c429faf8babd2cb5219cd2362ebd391,Деива Обука 2001,Не положил,,0.0,2022-06-30
,06be4385a1da2447e5ea17c55e9858632e011b3e966f97555d5b69dadc6c19df,Шкорпион С 2014,Не положил,female,0.98,2022-06-30
,bd8409f9be77cd881c5fbc80df615b2ee042943ba9a80cea12217dc143bfe2c2,Шкорпион,Не положил,male,0.99,2022-06-30
,ebf6a21d856e56104b7290ccc055cae467efe54816afd603b38e5dbd8bf0de6e,СМАРТ,Не положил,male,0.8,2022-06-30
,47aabc9a14d4fd524cacec164151bf20acf7bba4fa80c6941abe27bb20938cb3,АР-ДИ,Не положил,male,1.0,2022-06-30
,c637817b5997ec304ca99c8110fda49b208b73634322a954b67eb9dc848b5332,Бобием,Не положил,male,1.0,2022-06-30
,416335695134e4df329ac88f93ef068f20370c9e4000dde7ed3e60156aa9a924,Софи-Скул,Не положил,female,0.88,2022-06-30
,a17e5bc950b2c7db996049124a194af24714aff0e197a3b1ab492140a7dc4868,Ива Обука,Не положил,male,0.96,2022-06-30
,10ee775dcd0df6ef03920d0e89b62f4cb9d3869c1335ac5cf8ea60cacf4815b5,Кекец-О,Положил,male,0.99,2022-06-30
,f4b121804a65024f060338058fcc941ed1cd418b39cf8d15135c5a2615c5889e,Мобилити Плус,Положил,male,0.99,2022-06-30
,2cede915d1b231c9c07dffa58627a44edba96a8618bdc6ad6fdf311ccf349839,Кекец-О,Положил,male,0.99,2022-06-30
,7378b1d313f7c9d8e0e5a2a8ef2133c12aadabeca1d14ef7e6ef5dd72dea5200,Шкорпион,Положил,,0.0,2022-06-30
,e389b74bae60679dc7ded7f584c730dd67c90bce58214dc4f70cc9129628d2a8,Кекец-О,Положил,male,0.99,2022-06-30
,c2dfa351d0b3354ed656f90483bee3fde3d5b4a7c409a3b739992c4f3c771be8,Шкорпион,Не положил,male,0.99,2022-06-30
,43fd9c89a48677d4436af8d39793c9fd99792c0792ca34e322eec46ff7ffa586,Идол,Положил,male,0.99,2022-06-30
,03d4466f6ab4924e0b1c0e6336dfef76dbc6fcf024ddf5450da08ff119e52e14,Шкорпион,Положил,,0.0,2022-06-30
,0c3c6f3226325e9550e1e6e6c0426492624b5537802a0a60a78d3cf162e6ba21,Мартин,Положил,,0.0,2022-06-30
,2b2b5941ef6427ceaeabe58e8a9173bd1b3342a9818edf8bd68c99785172db6d,Идол,Не положил,,0.0,2022-06-30
,4f14adbc99a5ebf1cc8187fdeff99be554c5e6a561b0eaaccac0044543e7d90c,Мартин,Не положил,male,0.96,2022-06-30
,ff6cca36520d7acead113a0a5477a6c0708c58819ba03c89f880059a291eb6eb,Мобилити Плус,Не положил,male,0.99,2022-06-30
,fd97613a1dd3d9fda9ff4f19b63722dd91e2237d35ca4d055ea21b6c089bd137,Сигурност ГТБ,Положил,female,0.97,2022-06-30
,396ff8a948050b9037c900c3597a9d728770554ce2366dbe12b2b093d411f557,АВТОМАК Гоце,Не положил,female,0.97,2022-06-30
,b5f33810e4697b2c9e76cdb8f42ac7016b5c06af73f5d43d751a31c49526fd56,АР-ДИ,Не положил,,0.0,2022-06-30
,7b429dda0966aefc6f82ef9eefc773b72d204737753544a5268fe9722373bcc9,Банкина,Положил,,0.0,2022-06-30
,261d04d886188d00ad6715eb607e52488c979383068b4ca37baf89590767c966,Мартин,Не положил,,0.0,2022-06-30
,2a2f6190d4fb17a424d4f6bf3d84c9c5b094e7e63316e66aaa432f11428cf84a,Шкорпион,Не положил,female,0.98,2022-06-30
,9b357878c2a3f62e3950f2d211d593b68ea0d7ce22bc190b9b0c3f1a2a1e2200,Ел Хилал - Јуниор,Не положил,male,0.98,2022-06-30
,152ad20a3fb054ee6131a559091cd50b38c3b8a31f940be48345cc5e4fb043b3,Арт,Положил,female,0.98,2022-06-30
,6af5bcb72154e3c23f2eec61771fe59c334665a0e397e5348cd85d032487ef6f,АР-ДИ,Не положил,male,0.97,2022-06-30
,493a67af37f44e002525093f27b8fc1da0ee7f21b1c46e908ba7788a98cb712b,Шкорпион,Не положил,female,0.94,2022-06-30
,df80e9a7b8ed3f2f2b367cc6d361c879fde38f18162b8f6e9a07c752415e9242,Ел Хилал - Јуниор,Положил,male,0.98,2022-06-30
,8d6696ea8bcbd854dbc44955bf13ea4f24f37b12d3a2bbe88e0dcd8b2b8c211e,Мартин,Не положил,male,0.97,2022-06-30
,942a5dd7091e748c729955883d2843da7f5af74a5e87d432187a0745b83d637a,Деива Обука 2001,Не положил,female,1.0,2022-06-30
,33d951f9dc74d0bd6ab4569fd196d841c6ba5121e3e4ccdf497dc4ead65318e5,Деива Обука 2001,Положил,,0.0,2022-06-30
,8f2fb5467c5dd695c2b004d04c444ddc2f8685d1660daa034ed0980b1f880bb7,АСХ Хирда,Не положил,,0.0,2022-06-30
,d76047938860b2e87cfd06d68a63b9f186c02d5af1e2d47c2406b5d16ce8bc2f,Зелен Сигнал,Положил,male,0.97,2022-06-30
,cb733ddae3319a64b5229d6cb1df1041bb8e4d4409b8bf59fbfcc3a66a70ab84,Мартин,Не положил,,0.0,2022-06-30
,2345d52e489e23665a5d34a1d5eb9eadf79feb9270e9f8f63b33b0a8a6b3d2cd,Панда-ЛТД,Положил,female,0.99,2022-06-30
,46058f9895f28ec894eaed945b9c0eff0fa2215e92159f7b3a9844f007b99a1f,Автомак,Положил,female,0.98,2022-06-30
,ca97c6e8237e0746108d6ae040a639c7af4cf8480c0904d3fe59892c8238d006,Шкорпион С 2014,Не положил,female,0.96,2022-06-30
,a292eb7461f39eb91f29a8f9945080a4750707b0819cf3e4a2e29882b7316986,Максигнал,Положил,female,0.99,2022-06-30
,26f66917027ad1bcc11fa42b580d8914a597f1139fa498b3438b8340eeb60952,Зелен Сигнал,Не положил,male,0.85,2022-06-30
,607bfb5d4fd5bb3e898870a3d9c7ddb4670df8dd408bc3c97abc9ac739777cf2,АСХ Хирда,Положил,male,0.94,2022-06-30
,b383339fd01b474851e82c799cdc838e1af619c7bed94d82d4f81b023fae1ed3,Мобилити,Положил,,0.0,2022-06-30
,f8887851272e438e00a38ca9479002dbb20808e534766cdb5c68281338db8ade,Банкина,Не положил,,0.0,2022-06-30
,0b037a05f2c73ef685597b0bd35b5dd5cfa249c1b8dc73c8549cdb1683d75732,Мартин,Не положил,,0.0,2022-06-30
,35b948024675ed4e4da9f9308622c94f9e95fc43e0dcf02f714b7900aa6b028a,АВТОМАК Гоце,Не положил,,0.0,2022-06-30
,29327752a4be4e4d95fcc9a495c400f8089113316c32e7e5491c995b29828181,Банкина,Положил,,0.0,2022-06-30
,707a0d5f0df6366ca7a09cfc596733b1a677e529bd711133dfe0c483e30e7ae3,Банкина,Не положил,,0.0,2022-06-30
,b1bc0436515f0f02b9146f934a3922990d6f7cefc44d5c12d1d16ed92d708cee,Идол,Положил,,0.0,2022-06-30
,5942487f871a65be15b5361d3950fe0febf581b91f5d25fcccf2f3de08c3d952,Мобилити Плус,Положил,female,0.99,2022-06-30
,6ab5017e24b9ecccf087293d94b3ff121e0626714e1ad54b73f4e79009e2d0a2,Панда-ЛТД,Не положил,female,0.98,2022-06-30
,5be56e4975f4151451d8ddd6004fb31c4ff4ddb6de91c08ea5447a781fec40b0,Сигурност ГТБ,Не положил,,0.0,2022-06-30
,ba3fb23ea64f8976fbee78ff3f525f58a7e1c52faad74d20d0432fc7b70b31fa,Ива Обука,Положил,male,0.99,2022-06-30
,28f64abc00aff66acb5f38d02378d8390b1a30e326527478ac4e07d0defdf2ef,Софи-Скул,Не положил,,0.0,2022-06-30
,382faaf4def8abe6e3fe92dc735f7658e760ddb12270b9dc0c9904cc837c49be,Шкорпион Едукација,Не положил,,0.0,2022-06-30
,45aaa10c1520cacaa8c35c976daa47bb280da13cf15a749e71e78d8e9c3c4500,Кекец-О,Положил,,0.0,2022-06-30
,2ba169a0b0936da68a685fb605ee3dcf4b4a544d893deb01aa9e8bde5190def7,Банкина,Положил,,0.0,2022-06-30
,50e59ec66843920522dcdaf33ab8f7b9912460cfbe634a9f8a1a7c57f724f8d2,Панда-ЛТД,Не положил,male,0.99,2022-06-30
,6e40101a476ddb8677f53d943056f2e5b664395a27968a15067fa286af0fa573,Болана ком,Не положил,,0.0,2022-06-30
,ce32cda25d3dc1da9b53d8b062dd7846566ac5818424678d91196fa8f54924e4,Банкина,Не положил,male,0.99,2022-06-30
,bd9905a454a70297ae0113bb04bb7cdf62ce83ad3f425d69da4fdea10f968933,Болана ком,Не положил,male,0.99,2022-06-30
,3eb17349c39f77022314af73e3a8c2d180839981410edb88ff35ebc04e8d99ab,Идол,Не положил,male,0.98,2022-06-30
,253386db98271ac8d679e7a8d93be37711ec0ec0f66750813d4b31853ccd468a,Ива Обука,Положил,male,0.98,2022-06-30
,204a71092625bbebb88c9b71623d551a20c6772ec5da4c0b6992061b99b9b8dc,Алфа 2018,Не положил,female,0.98,2022-06-30
,6382f247d4acd3dc3e8900dc4f398aa2b7c44f27a8473fec957631543201a955,Ел Хилал - Јуниор,Не положил,female,1.0,2022-06-30
,15cc84e43ae9d43b52c58480ed9051de664985150cdfc622f68fda344039aa76,Европски Возач ДООЕЛ Скопје,Не положил,female,0.96,2022-06-30
,be11b70bf4bfcfb5a09e5454d35f846a023ac6d36d60653b15d9e18507ba0d30,АСХ Хирда,Не положил,female,0.95,2022-06-30
,36f9ccc6effe246706bbb934aacfd32e210d151503181ec5d2ca7630e95f3cbb,М22 М22 Дооел,Положил,,0.0,2022-06-30
,8b75d4953810e28f0e04f57ca0bcc68554d1a6e77ce2ec4e412021e2b6e60d54,СМАРТ,Положил,female,0.98,2022-06-30
,e5575aecc34672de4cfc505388bd988c04593284382e8f2d6545c89711ac0df5,АР-ДИ,Положил,,0.0,2022-06-30
,44dfc70a6201269e72e236af3fab4550b33fc16a8cac2c9c4474ee76cc387876,АСХ Хирда,Не положил,male,0.97,2022-06-30
,af13dd8c142e76b25d1ef82482eb6f8944e6de3820c0c66ab9d9b5f6c97181b7,Панда-ЛТД,Не положил,female,0.93,2022-06-30
,59b8750ad3b4c11e7c8bf4a348f2e28ab554abd95cdf9aec8de905d07b3a5a14,АСХ Хирда,Не положил,male,0.97,2022-06-30
,aceecd3f93bb8934e186ce552c56cfd608e7b751fc2c5f9a68fc6dee9b6b7895,Ел Хилал - Јуниор,Положил,,0.0,2022-06-30
,bad1568c20d9eb4e35ce6361cb14d27493cad062c1ec8e62dc889bea3a6db175,Зебра АБЦ Дооел,Положил,male,0.97,2022-06-30
,6c8cd3f184eee786b38578cf629f348ed85a502c511c825cb5f71d827056cd60,Европски Возач ДООЕЛ Скопје,Положил,,0.0,2022-06-30
,ccd137958633de22458e83a11d54106a1f21b62106c6c63f83d5b7532fdf4102,Тримоски,Положил,male,0.56,2022-06-30
,ccb4ecf92e46c85c3cc3d72594f08d2996f4144dfacdfb0b41c3691255b40e02,Шкорпион Обука,Не положил,male,0.56,2022-06-30
,b43fe6a10ceefa9d3e545acdfdc82ffb69d51bc2696dfcef542cfd540333ea5d,Струга-ком,Не положил,male,0.97,2022-06-30
,14dd09e0ec872ce73ea01daf865be440fbcdd93aee170863e613241d85f4ca8f,АР-ДИ,Не положил,male,0.96,2022-06-30
,bcabc06e4c870cdde023f45590362d4cb0afb2e1b16b1c392090ac6830d87ce0,АР-ДИ,Не положил,male,0.97,2022-06-30
,25e7b43436437f6aeaf66abacb6f702e33e404449a056e5aaff2f159edc78192,Зебра АБЦ Дооел,Не положил,female,0.95,2022-06-30
,1afddf18fccfa6943edbb1c2e577aa80484abb12f0079ea202a65e158cb677ad,Елита дривинг,Не положил,,0.0,2022-06-30
,ea9565ec7959506e5074c40c719ab30411a463a3f530534bc2c64e4bb097ee7e,Зелен Сигнал,Не положил,female,0.98,2022-06-30
,6863301b00e34bd271c511d6c45aa9292cf03d12eb234b2e9033d479a5810ac4,Болана ком,Не положил,,0.0,2022-06-30
,327553e78b8f7aefc8b2d37a3230a0194a08cc792428e241c10bdca0b0cea2f6,Автомак,Не положил,female,0.98,2022-06-30
,15a60aad75e4f1d1620d2d3703485ec7d6e62e0a9575c2fc85c3e3a020670cec,Кекец-О,Положил,female,0.98,2022-06-30
,b3cc2854f7bf97fa0ecf6fed579d70bf1341f22757a3d9e51bac6d4fe0738f1d,Бобием,Не положил,female,0.98,2022-06-30
,7f46438e93db1978d193ce4769bc1438222b320c44f80c4afc16c9da585ff32d,Шкорпион,Не положил,male,0.97,2022-06-30
,785b28b0079c48946a7be8d78e0ea9e94bfcb7a50fc20182fc7f3c2720338a8d,Ас-Коко,Не положил,female,0.89,2022-06-30
,0704dc333a617236dbb9607e1a341366a00696c31a792db62c693dae8372f8bb,Шкорпион Едукација,Не положил,,0.0,2022-06-30
,a59c7c5c20e21dfcf746a23579cb1bbf135e68cfe988101fce020b342569930a,АР-ДИ,Не положил,,0.0,2022-06-30
,c65c5f86b4cc733cbca990c5a6e372154e6b42b72a122d29912097a20588a426,Елита дривинг,Не положил,female,0.96,2022-06-30
,de1977dec4a84d932533f58c3946fd89dd84fe7e3f18ebddf7ed302de53eeb74,Зебра АБЦ Дооел,Положил,female,0.97,2022-06-30
,541d6b3c1ec8539527d04acd26d627ed64af6b7904f24ba1e78da5a6cf1cb370,Сигурност ГТБ,Не положил,,0.0,2022-06-30
,93baf87dbcaf5b6cf90f6e01763d728090bc06c1f3a71f7adaa0be614752f9de,Ива Обука,Положил,male,0.97,2022-06-30
,db7e7f9727041863a14e879385d5845bb7fb2e950fe908dafc156bba2e2664a3,Шкорпион,Не положил,female,0.98,2022-06-30
,9aa975fb4a7304a9e9bd1036f55ad21441e6f54082697acf243c2573688f5197,Ел Хилал - Јуниор,Не положил,,0.0,2022-06-30
,a82aed3543c5c2bfa5ba065e715037405e59d7a32138220b235f5ac0d8f798d1,Ел Хилал - Јуниор,Не положил,,0.0,2022-06-30
,8e2a0ce50cfb86803373717e70ce57b6e0b80f534530afe82adc7d3b9b8f4250,СМАРТ,Не положил,female,0.98,2022-06-30
,04c3b035117168dd2289bd7d4e56d4a415dece567413db57dba3834aa0db8c7e,Кекец-О,Не положил,female,0.98,2022-06-30
,228c12afd299cf4a55a4f38d5aef5f7dbf5be429feb9e951d226c61d432be739,АСУЦ Боро Петрушевски,Не положил,,0.0,2022-06-30
,04aa209dc49e2f16b8fd3907da43cffd5179ca098ed3e0b5d37d04bdc7ac2544,СМАРТ,Положил,female,0.87,2022-06-30
,44e21873d4e806abe22371deae84338893fff7039a2467e7f7c2d399448d2cf7,АВТОМАК Гоце,Положил,female,0.98,2022-06-30
,9249398a64d5c01472a1b26b89b09812e7f7c21c5d732b71543c4c8121e48eed,СМАРТ,Положил,,0.0,2022-06-30
,31da27ce44ef6b4d12db5ab8e869b0fdc435785b77432d73ec51a439761b36ab,Зелен Сигнал,Положил,,0.0,2022-06-30
,63b0843de5b34d8c071a75a65c0bf712edae677c5f4ef828a3b029349ded5b81,Кекец-О,Не положил,male,0.98,2022-06-30
,28f1c204df198411a7087472a42e51cd9f51d94e1f502afea792c221cd8aac1b,Идол,Положил,male,0.98,2022-06-30
,fc5127a7ca6c0f2c2abb6c8c03ca9177c85a9d71c906e7bb2f5cada01c04a8d0,Алфа 2018,Положил,male,0.98,2022-06-30
,6955aa8a2d53694c9379fbaa7aaf07fb8671882e5a8bbae3a715bee5438976a5,Ива Обука,Не положил,female,0.98,2022-06-30
,d2befe8d5f64cc69a8ea0e29c7b0a805b794d61c25d2198ed91c0eaf115c9c01,Сигурност ГТБ,Не положил,male,0.91,2022-06-30
,b5fc9beb70edf7abe42c347b242f6f85219505a866d2ba6f5df4e0bc2299aede,Зелен Сигнал,Не положил,,0.0,2022-06-30
,24615bbd11a40af48818e55c758c6e2b751efec3cb5c322fa0842007aca77f3b,Кекец-О,Не положил,,0.0,2022-06-30
,7de7914cec0aaace123898b2491d08ab5e8b42e517bcd594ce121b5f524ce454,Идол,Не положил,female,0.97,2022-06-30
,2e44db778e03cb0656c9b36baa5bba70401a1f459b9ec2803ea6b1f671c372ec,АСХ Хирда,Не положил,,0.0,2022-06-30
,022928f3840da1acf71656d2d92fe9ace482c41c32dde96c385347c67e4ac233,Елита дривинг,Не положил,,0.0,2022-06-30
,4efa83675396f640f93752b47335c5d9fbc44294666ef548b9d303e99be560f8,Деива Обука 2001,Не положил,,,2022-01-21 00:00:00
,35642a933bb245eeb9d26c140811e516009b9d81e8e5dd0f3d06865eb2e39838,Шкорпион С 2014,Положил,,,2022-01-21 00:00:00
,79f9cc3744791e38ae1bde9a596cd933e5b838ee5599e1dba6fc9ff2306021b4,Ива Обука,Не положил,,,2022-01-21 00:00:00
,f3cfea2c766bc537deaab68e2aa48b5c1617e8e50fe32851303b01557f7e0b52,Ива Обука,Положил,,,2022-01-21 00:00:00
,4b6300d217c257806cf613e98ea836a577f9791a9c4116507990166d16e8e301,Бобием,Положил,,,2022-01-21 00:00:00
,5a58f9c4943d5d0e21880c0be9b4d3b694978a052896e1b6508d4410d3638f4c,Ел Хилал - Јуниор,Положил,,,2022-01-21 00:00:00
,78d48de997ec5390246c299d2b6ad3b4bd4baa8962e3ed36cb1e2b75a167ffba,Ива Обука,Не положил,,,2022-01-21 00:00:00
,c40af39f8f7f1b88a066905f4612c0a812e245e507675c1d9619591d2de9b4e9,АР-ДИ,Не положил,,,2022-01-21 00:00:00
,a8ae4bd7b4d9c56957bfe91febb20a6a416957139ddf4c464b1873461c190c06,Зелен Сигнал,Положил,,,2022-01-21 00:00:00
,40742028c2736d493365f0236c042b3b6dccd903adf1d7698b22d77e6b699d99,Идол,Не положил,,,2022-01-21 00:00:00
,9875f02ad7fe70cb49af41936c3eaf6a33594665a86eb83f499ccc8262bc95b6,Мартин,Не положил,,,2022-01-21 00:00:00
,67077fbd3a6b8bf8837df3e9aeb91008787815c6ebfae69d51b8a5ac21a5414d,Шкорпион,Не положил,,,2022-01-21 00:00:00
,a9fd8d7a549ad82c635243bb77b7bcac5d7a329550fb8e6707fcae4c41dbb473,Шкорпион Обука,Не положил,,,2022-01-21 00:00:00
,a2c6bffcd9faea381ffdab30c96ddb720ca6c9bacb455185394fc22a60d667be,Шкорпион С 2014,Не положил,,,2022-01-21 00:00:00
,9cc059b845ba031e21bc073031ab42f82fdc5ed48ad6de2eab90be94376b96d2,Шкорпион,Не положил,,,2022-01-21 00:00:00
,b0255992bde9f48affb7f6cd3bdf4e17ab389b66b20a8f6c25a864096930e880,Шкорпион,Не положил,,,2022-01-21 00:00:00
,b4bcbdd3a59675314a9169a31fce80d58321bc6833c1766aed8a201817e85fed,Тримоски,Положил,,,2022-01-21 00:00:00
,ccfe0374585c75cc5d71970b9d8cc581b7651b5d2d715ca42d3897f861a50a01,Елита дривинг,Не положил,,,2022-01-21 00:00:00
,d7d2acc184d208ed15413a058c3b3beff8579f7d745beb281f9a3e3a9e6c8f52,АР-ДИ,Не положил,,,2022-01-21 00:00:00
,cfbd43d806b9d073850c53c5f49ebe4308f802e843c1050d30d12cb8f1f677c3,АСХ Хирда,Положил,,,2022-01-21 00:00:00
,20ea0efb3b7d3bae0a4dd7926d4a7e2cf7cd3a6f1c794cd0913477d9da692a0f,СМАРТ,Положил,,,2022-01-21 00:00:00
,23cdc24f1bd912eb8221db30ef16d5f4face946bed17b06c73d54463bb22a6b8,Деива Обука 2001,Не положил,,,2022-01-21 00:00:00
,bc397e64e2508462cb06f9e432d9c7aeae2fd32a2d5c3461e2e345f08052f53d,Деива Обука 2001,Положил,,,2022-01-21 00:00:00
,6248a0c927a9eeec506d66fa0e67f654a4148d0467d4c39a57b4884794c3d397,Идол,Не положил,,,2022-01-21 00:00:00
,84d9cdf9bc99aceacf6b1714210499844f5c5622adc6ae4f346ad2c109d56784,Кекец-О,Положил,,,2022-01-21 00:00:00
,5c9ed1cd80a87fc81c25fedef3595f865d608c0ec144b5f358cd7d80d3664a5b,АР-ДИ,Не положил,,,2022-01-21 00:00:00
,eb470f53c2d8a18275cd003ade2657165a403c583e5241b60635e9ff6812c87e,Шкорпион,Не положил,,,2022-01-21 00:00:00
,f94c023b84d8192dae6b1a72a4e7ecb067a38beac9fdab8ac5be6fc2749f8dde,Деива Обука 2001,Положил,,,2022-01-21 00:00:00
,5895c4f89e3b0ee70c810970472a15bb119b792db9a1755c7bc4e722962dfafc,АСХ Хирда,Не положил,,,2022-01-21 00:00:00
,435b4211ecae60029d12d3a79b3d87ff15d5fd40736649ff953c857fab5c589f,АР-ДИ,Положил,,,2022-01-21 00:00:00
,6d078008756ae858ee8ab495d148ed603785d0e2c8ba6889ffec0a75dad5a5bf,СМАРТ,Положил,,,2022-01-21 00:00:00
,0ffd9ffeeda0bbbf71248744fc5479a1294dc93c010209cb88167babfc4dfe67,Шкорпион С 2014,Не положил,,,2022-01-21 00:00:00
,2829e9ec33b80c7edbb551280f7ef88eb966f964e67f46593e1f62bfe05a73b4,М22 М22 Дооел,Не положил,,,2022-01-21 00:00:00
,81c11202f1507b07b0b024804de90b13fd7e50305208711d35664ca3b0a1aea9,Европски Возач ДООЕЛ Скопје,Не положил,,,2022-01-21 00:00:00
,159f1d62de0a45328dff7451aae00744620484b33980619ba068f9456d3c64de,Зебра АБЦ Дооел,Положил,,,2022-01-21 00:00:00
,4de377209db1fffed0267d770861dcda6e76f0af4a30b6ae48578b189a3bfb1c,Деива Обука 2001,Не положил,,,2022-01-21 00:00:00
,bad61a540e4057051e61853efef4c839dc7299c1a89ed392d18a9931369dc0d6,Банкина,Положил,,,2022-01-21 00:00:00
,4ce6fcc97e56d032e9133ac46ef823e1a6184fb1e03331a3953183db80887eeb,Шкорпион Обука,Не положил,,,2022-01-21 00:00:00
,eaea4cfeb333d0fd8c460f5775e1e0bedabb5113e8bc4a3e22dd798d4d2e4be7,М22 М22 Дооел,Положил,,,2022-01-21 00:00:00
,696fee7d8924d6e000a8483f3198a9835600fa0f16ce5579585dae8d01ef3c63,Бене Трејд 53,Не положил,,,2022-01-21 00:00:00
,3a252537bf6d960727dd46a5d908c433311a03daed0e6351f0a667a49532a533,Ива Обука,Положил,,,2022-01-21 00:00:00
,b34d4d1f2ff7ad451626a92975d91f6aa3cd1951539367c888cb4c8a3c619c3a,Панда-ЛТД,Не положил,,,2022-01-21 00:00:00
,5d64b4417492f1f9f7e9d630965e7334d9e7f18c0809b9f9a6a74d1112107ea7,М22 М22 Дооел,Не положил,,,2022-01-21 00:00:00
,f6b4d7ace0a0586839c10bc7afd1969559955ed15ece4df85b4e93e1cd12f015,Ива Обука,Положил,,,2022-01-21 00:00:00
,210a53b77353111ae74d4905359cbf34f275a4845be534787414885ca326e1e7,Шкорпион,Положил,,,2022-01-21 00:00:00
,812b09397e9ab9176aa619598be04e363cceedbe6703f66c646c5ab4d795f5cf,Мартин,Не положил,,,2022-01-21 00:00:00
