Unnamed: 0,"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол,date
,66abaed42a9b352558e7807dcde8e2347be5b3e9f50ea27d5e7b127eb9831beb,Мартин,Не положил,female,0.98,2022-08-12 00:00:00
,7ea388804130952fd12832e619b346e14794d33bc66bb8f7d31d3e238e39067a,Идол,Не положил,female,0.98,2022-08-12 00:00:00
,40ecbeb868bda8754a7a157c732f120c5aa1caf3df3164be88391c87056fdb35,Идол,Не положил,female,0.98,2022-08-12 00:00:00
,03dd5d788f7bea166dd7f7c2dc14fa2340cd505b1cddfe10f8e95cb66752d2ca,АСХ Хирда,Не положил,,0.0,2022-08-12 00:00:00
,b5f33810e4697b2c9e76cdb8f42ac7016b5c06af73f5d43d751a31c49526fd56,АР-ДИ,Не положил,,0.0,2022-08-12 00:00:00
,b1b21d755c94abc903ee6d2a53701b42259c0de8ff114a4e588afbc38023bd27,Идол,Не положил,female,0.98,2022-08-12 00:00:00
,3c885ca1d92de6621c8a708eb3579bcda8b081a0ce412f09bfc4f109c3774e03,АВТОМАК Гоце,Не положил,female,0.98,2022-08-12 00:00:00
,f87dd3ce46471fa298eb23e31296975ea0b2e3d044e43f23f78ddff4fd7be720,Болана ком,Не положил,female,0.97,2022-08-12 00:00:00
,c8be4fd6f384396de51ef1a849cb3f6d367cec9b6fc5a1a521e79a1b887d9bf9,Елита дривинг,Не положил,male,0.97,2022-08-12 00:00:00
,05f4aaa70b8854d92157c9a07c380dbc72bba6965b1c83bc2715616dd49e63d6,Арт,Не положил,female,0.98,2022-08-12 00:00:00
,7e1136abe15430dc82f2589025e3c30700526635beb1bf46a818bbd83f6ee4ee,Болана ком,Не положил,,0.0,2022-08-12 00:00:00
,0f0efe6bdc0df085fcafdd12951c6afb72f494805d9c069a44c35a009949e32a,Виза,Не положил,,0.0,2022-08-12 00:00:00
,36b493f2d06b622bed60292b5ccd63d9c66f43dd73576678421b9ce88ca3fee2,АСУЦ Боро Петрушевски,Не положил,female,1.0,2022-08-12 00:00:00
,fa98ef11163ee19a13e992f3016c126c5de0712d27e29b56a3eaa09c4716a6df,АСХ Хирда,Не положил,male,0.97,2022-08-12 00:00:00
,db5116b82eaa6a2147ecceb76c83c1c0135d92c37094a914a6270d1c68cba1f0,АР-ДИ,Не положил,,0.0,2022-08-12 00:00:00
,29fd7f621b59618fd4afd462a9caa39be8ee1354f22b8a36250dd8b0283ded6d,Арт,Не положил,male,0.97,2022-08-12 00:00:00
,3c148f4c18f4a1fc95114e06d3d639c8aae350d350bd4a849dc868b78e0150b3,Ас-Коко,Не положил,female,0.98,2022-08-12 00:00:00
,a1a4e0f11545ab41e1762429dcae4211e9f1354edd79c88b83bf29896f977221,Идол,Не положил,male,1.0,2022-08-12 00:00:00
,d213d65ee7047ac160bf24e95e52482a54ebff55f3e02737499b80b8d6ce3e82,Арт,Не положил,,0.0,2022-08-12 00:00:00
,aa6c13d31556b23dc0c1f41c33a5f4f40b00361b77d5ce8df02aa8a560253981,АСУЦ Боро Петрушевски,Не положил,female,0.97,2022-08-12 00:00:00
,35b948024675ed4e4da9f9308622c94f9e95fc43e0dcf02f714b7900aa6b028a,АВТОМАК Гоце,Положил,,0.0,2022-08-12 00:00:00
,38ffda8eae735153ae449b4c76dc4459c8f73baa8fcbe4c9294ae5321e798c2c,Шкорпион С 2014,Не положил,,0.0,2022-08-12 00:00:00
,9d22bb44248a809cedf7cc2716ffbfdc81b95f070e52c53fd9e356ae69466110,Мартин,Не положил,female,0.98,2022-08-12 00:00:00
,9b3fab5fff844387223eae2b17efb99372be7ea44ad25b7c56a305fbba48824c,Банкина,Не положил,female,0.99,2022-08-12 00:00:00
,227a679d7293abf4928b462ba0641275b2a5c5dc69564676eb009fb7732ae3f3,Кодекс 93,Не положил,female,0.99,2022-08-12 00:00:00
,95660761273b3635a5b955d66dfde5dde01e3f5034921cd18abf81c3d887fe46,Елита дривинг,Положил,,0.0,2022-08-12 00:00:00
,2d53f6f4844f09b17ad8798393d444ab3106ba875b6ead4639acb03e6de54eba,М22 М22 Дооел,Положил,female,1.0,2022-08-12 00:00:00
,a05f25d61e4cdd47f09cd4ddf2466fd0413f4f0bdac7ab49b78f2f4e9e177df2,Шкорпион Обука,Положил,male,0.99,2022-08-12 00:00:00
,9c3689c8378cbd94b85008e0188719225f2834f7e1efe74284493ef7563811be,Шкорпион Обука,Не положил,male,0.65,2022-08-12 00:00:00
,224333a3e228b2a4dd6615ceff8118f82c05e9aebe3725629cdb93ce2cfbbcd4,Зелен Сигнал,Не положил,,0.0,2022-08-12 00:00:00
,26d0e4558b465939f67c92fc79d3f936a34dfb5058a69b9a79d81eaefecd74ab,Алфа 2018,Не положил,,0.0,2022-08-12 00:00:00
,f9f0ea21c60d2f93b2db9f72dad7bac78381be59c2846d48a3d5a9266fd3969d,Нова-Нова,Положил,,0.0,2022-08-12 00:00:00
,40dea7684c83dc97b75d7e23601dec5a81caae5ba827df43e36743282c32ffce,Софи-Скул,Положил,,0.0,2022-08-12 00:00:00
,492831bd25333a2d5743cf3786bf522fc523c0612e49d01c50ae07b3a27d3341,Нова-Нова,Не положил,,0.0,2022-08-12 00:00:00
,a4e7b6f9068ca4faf382c5e7535497d20ccf722de72354abbf2b9713ded1954e,АСУЦ Боро Петрушевски,Не положил,male,0.99,2022-08-12 00:00:00
,d7ab3231e23e2290b85ca0c54020faf2889106ac8ec127e1cf526b699eaa16e4,Деива Обука 2001,Не положил,,0.0,2022-08-12 00:00:00
,6f32678312c527d09cdaba53957e6cf90b9765859c26b0b114af4a7bf6fe273f,Алфа 2018,Положил,,0.0,2022-08-12 00:00:00
,0b82099e2102f68b8f57ba747416cf32cee7214189ad3c102734a2d628824661,Идол,Не положил,,0.0,2022-08-12 00:00:00
,131415fca97f32a60865f924c58b1135734556d580671194671e857c44468d5a,Кекец-О,Не положил,male,0.95,2022-08-12 00:00:00
,b8515cce9454fa8b8bc703dbcecb1455346e7c677dd8e00b0b608a14e0e6d7b1,Болана ком,Положил,female,0.69,2022-08-12 00:00:00
,eeb427294fdd9cd4c4f20a770a2f39c7efef2f8ef2b7e3a405388c7bc8bd2481,Ива Обука,Положил,,0.0,2022-08-12 00:00:00
,78511226d96a50dfae39f6f611baffe6b0ffa4499bbaa5314840bc687de1ead0,Ел Хилал - Јуниор,Не положил,female,0.87,2022-08-12 00:00:00
,26aecf4bfb9f11788b52223726d9c477816b6fc3eec777b9519a26c9215a527d,Идол,Положил,male,0.97,2022-08-12 00:00:00
,23c9942f42026d4ec4381cfa1ac0df70c3197892e80b11e5962513f40bd25f70,Мобилити Плус,Положил,female,0.98,2022-08-12 00:00:00
,41aacd91bf8f39fd5267f5de275c8725e439f0f758a5457432796a3b85509d87,Ива Обука,Не положил,,0.0,2022-08-12 00:00:00
,6327f0b492912798aef6fa6b803be77a1f7267f672e27b488dad40ccd7f228f8,СМАРТ,Не положил,female,0.98,2022-08-12 00:00:00
,63bc628d25aad39083da05e07e5da13b275159ad7d1ad6af03e97d12cdc804c3,Мартин,Положил,male,0.56,2022-08-12 00:00:00
,588024cd16f18fb1e0c5c04fa4b6fd1d8b47ad0443dc195a2a7c0a02b61f4afc,АР-ДИ,Не положил,female,0.97,2022-08-12 00:00:00
,7046be2ac7584593380e475181e16f1f36ede120fa2c5f09d5497d05680cc7d8,Арт,Не положил,female,0.97,2022-08-12 00:00:00
,3224a8fa8fd1526a5e8eb165446e401ecd3b9b0891df773a77bd490efe5155e0,Ел Хилал - Јуниор,Не положил,,0.0,2022-08-12 00:00:00
,774a0da15a45c4f8f01c886c5dd382ea61c1e1b327bfec4e3cb7b4b01e3b720c,Тримоски,Не положил,male,0.98,2022-08-12 00:00:00
,4edfbfdfd5e9dd2d0bc082c9770a4387fcba041094ef42ae507b4fef47c843e9,Нова-Нова,Не положил,male,0.99,2022-08-12 00:00:00
,4545e06c1a5e6deb8d6565cedc6bdd2dd76c67de188ce2ec2926eb85a0636832,АСУЦ Боро Петрушевски,Не положил,male,1.0,2022-08-12 00:00:00
,430dc020b4af89486deed1d23723e778766400ed185ab0c0b8d544eb6c37b0ab,Ел Хилал - Јуниор,Не положил,female,0.96,2022-08-12 00:00:00
,e84656d5ba19b14a11d33936100d5025d5155d95087523251117b55159bd9743,М22 М22 Дооел,Не положил,male,0.98,2022-08-12 00:00:00
,72a1a9f30618e0dbaa49d19a2d1bbf8c6e2b95bf9391560211b62f542169cf8a,Кекец-О,Не положил,female,0.99,2022-08-12 00:00:00
,e13a1e8889e2c9621b373099d4e83aa0400dad9ef4613654c20c014f43d1fc87,АСУЦ Боро Петрушевски,Не положил,male,0.99,2022-08-12 00:00:00
,913310c18da04364bf37b3931a1be5dfd6aa1fd608ea39afcfc2571c06cf4508,АСХ Хирда,Не положил,female,0.83,2022-08-12 00:00:00
,48b64ea948a34ca7f5a4ec12baecb3de25983e225c22deb22a96cec0b3333c46,Европски Возач ДООЕЛ Скопје,Не положил,,0.0,2022-08-12 00:00:00
,c65c5f86b4cc733cbca990c5a6e372154e6b42b72a122d29912097a20588a426,Елита дривинг,Положил,female,0.96,2022-08-12 00:00:00
,4fda17b48eba7cf011a60a9204583e1f338e64895bf29123ac846b92b140d34a,АСХ Хирда,Положил,,0.0,2022-08-12 00:00:00
,2544fe03db023cc2a1e4d67fc53b7b5ad8d12a56b635d01fc47d3e5541a1fac8,Кекец-О,Не положил,female,0.98,2022-08-12 00:00:00
,c5d73fa822bb2476783e8c64569e82cb0a58ce6a9ab62e580cdec46b2aae6980,Идол,Положил,male,0.98,2022-08-12 00:00:00
,f851d7dd7126f0c9642ed026c5f4cf2d50613a6bc5231726ca9bd017ff14e5c1,Арт,Положил,,0.0,2022-08-12 00:00:00
,479b580542e64f7b518c064ecbaf0d56ece51240275982243b51a253c715beaa,М22 М22 Дооел,Не положил,female,0.98,2022-08-12 00:00:00
,110c79a5808be52fa9c43c265658bad1264520625fe51a6906874e3d0d202676,Мартин,Положил,,0.0,2022-08-12 00:00:00
,a076c136d7feb45cb86afb2bec70cdf3603a44235600f8f0bfe79a289d075747,Мартин,Не положил,female,0.98,2022-08-12 00:00:00
,a571f780e6b75482ae1dec5d857c06e05b168e7d01a4c4fc126fdb3c57467afc,АСХ Хирда,Не положил,female,0.97,2022-08-12 00:00:00
,1419a39eaeaa1f98c2ba77b8f095eaf9b42c5c7d99508b936a419b34eb1cb95c,АСХ Хирда,Не положил,female,0.97,2022-08-12 00:00:00
,861256a461659eb389f0249623d7787f491426c743eaee046815630e40fc6ac0,АР-ДИ,Положил,female,0.97,2022-08-12 00:00:00
,28f2230bfeaca70c077a1c0a924d179a05610650ddc544e108d8d2b074419dd7,Идол,Не положил,female,0.97,2022-08-12 00:00:00
,fa45488b93877ed22e62bc09ed2b5b2eae8607d5c5f9308470e10cb0a81839d6,АР-ДИ,Не положил,,0.0,2022-08-12 00:00:00
,e2748c0f63abaa85b40338c434e17e99b391940388a920d56df493b89f8854fc,АР-ДИ,Положил,female,0.97,2022-08-12 00:00:00
,8ad5d92fc9966afb7009d240e4364efa1fe2da3381c324330a3b13c19badf8c3,Елита дривинг,Не положил,male,0.72,2022-08-12 00:00:00
,ce6d90a04ecd47567a362a07c19353a0652ba8be57c6709e742c984475221eb9,СМАРТ,Не положил,male,0.98,2022-08-12 00:00:00
,82cdc434f54878bc8ffc51723ebba513e25a50c25a815c51658e8c9735b2ef3a,Шкорпион,Не положил,male,0.98,2022-08-12 00:00:00
,0caa2643d4846847ea8522b5fa23028ae913d441dbf93083ca02b4190c14c761,Мартин,Положил,male,0.98,2022-08-12 00:00:00
,87eb03f2d03e5dfeb977dab5c0239ca79398b636c19149427df7feded800c576,Шкорпион Едукација,Не положил,male,0.98,2022-08-12 00:00:00
,c74be94c696bb104ded6cee1e2383f3620853697c04c7b4eeac53c58f8fe49bf,АСХ Хирда,Не положил,female,0.96,2022-08-12 00:00:00
,37cca5755c9560788566d163ea13d1c775f905096aa8a88c47651b33dd282083,АР-ДИ,Положил,female,0.97,2022-08-12 00:00:00
,6c12ab18c5549a29d6d052e91923d350637f0e5ca0480fd1646980e4b3a8587c,АСХ Хирда,Положил,,0.0,2022-08-12 00:00:00
,9b3838d4d201c83ce95a92ddaeb066890a13ec73f801d658f94f1160ea2d1ecd,Арт,Не положил,female,0.53,2022-08-12 00:00:00
,11d7920bf28c2da5c6597cffa85d67171abf426bbfaea68d1dd1c785598d06bb,Ива Обука,Положил,female,0.52,2022-08-12 00:00:00
,a9d2dc140917ecf0527731c5157dba6c3830deff97476b7e983553851470d60b,АСХ Хирда,Не положил,,0.0,2022-08-12 00:00:00
,8f3655f34f64ba93b29a4b7e00f0737d1c24847d2cf5f5afdc5e0dd03fa93c84,Ива Обука,Не положил,,0.0,2022-08-12 00:00:00
,543070184efb365449554639ca79e52e4e06182881146b674a6d5d80f6e6615d,Арт,Не положил,,0.0,2022-08-12 00:00:00
,0f3df7e431bb9e390bb48783c57263fdd930e9926fd18f65ea045fbef719e1dd,АСХ Хирда,Положил,,0.0,2022-08-12 00:00:00
,abd7eedd30535b5572eb0e0e9c18cde9652b904044e28232ed73c3a99e6ba85b,Зелен Сигнал,Положил,male,0.79,2022-08-12 00:00:00
,2efb97e056d5c5b42b0f3e87379b0cf958c1dec9219e54294e7875dc1d8d1110,АСХ Хирда,Не положил,female,0.65,2022-08-12 00:00:00
,07762e3c5c2fca36ed170a2e24e1ec256bd0b18cacfeb94f4b5d9723c8e06cac,Ас-Коко,Не положил,female,0.96,2022-08-12 00:00:00
,ebc9a362a014ef8305272f0f09af4a330c1e48d31f934b8cae80b4d355b0c08b,Елита дривинг,Не положил,male,0.82,2022-08-12 00:00:00
,51274a87b68ca60d531ad0dc350056ca9b88e9ac7b87f940b5232e6ceb415939,М22 М22 Дооел,Не положил,,0.0,2022-02-04 00:00:00
,a7cf98863c47f6be109c3320efc3b466b7d5b0433eafc8feab6136f683a7eecc,АР-ДИ,Не положил,male,0.95,2022-02-04 00:00:00
,dc8906e2b20567b57ccc579d582d1aa89a39ea090a0e0bdc83cf0c1b7c3e60f4,АСХ Хирда,Не положил,male,0.97,2022-02-04 00:00:00
,78f40c3bfc8b1f4cc3ab963ec0d744fb813c9174486d6fb9f0d81ed21f73bb96,Ива Обука,Положил,male,0.97,2022-02-04 00:00:00
,9f607bb9ede55d815e808f3817f13257c9a73c4ee02249fc6b4719f477af9c13,АР-ДИ,Не положил,,0.0,2022-02-04 00:00:00
,819eb0c019624e17d05401fc029d31afc92c62967544cae8d60d59a3dffbf25d,СМАРТ,Не положил,male,1.0,2022-02-04 00:00:00
,ddb858c0dfbe9ebab51c250d99de38a2ca3baaa4bf5d0bff6576d120f20a851d,Европски Возач ДООЕЛ Скопје,Положил,female,0.98,2022-02-04 00:00:00
,6fa824f79e26564720f635cb88a69ff90088a0da0e70722af60c2b98398a06d6,Панда-ЛТД,Положил,female,0.98,2022-02-04 00:00:00
,60a87275e35817c3050014c2d7e695f03c2c45efe759244c1e4f136cc0de7752,Мартин,Не положил,female,0.98,2022-02-04 00:00:00
,fcac7a89125f62baee7915cffc54b7b4e9ddeda78f59935f1d25a8383f7c4ae7,Шкорпион,Положил,female,0.98,2022-02-04 00:00:00
,7d20c33d71735727aad2c8b86ef2db8090d17b9f5735f05da9f6176abdd553f9,Арт,Не положил,,0.0,2022-02-04 00:00:00
,b4bfe1194e5f74ed2d1ed0158034f059ad456aab0af135b9dec729f67f274783,Тримоски,Положил,female,0.98,2022-02-04 00:00:00
,e2eb5d3e4531b9d8f3c2d765861067132b91c3232ac40a7f7542502c8a3b7812,Мобилити Плус,Не положил,female,0.99,2022-02-04 00:00:00
,e3bc1f1a48bc0b335a11bd296ecac8fbd5c601c01a4b0b1b66451170eca7300a,Мобилити Плус,Не положил,,0.0,2022-02-04 00:00:00
,678d5db9b44eaf66ef0be77be84e1f7f65a3d58da5e5969121818b6efc186edc,Мартин,Не положил,,0.0,2022-02-04 00:00:00
,15658ca0841133647bacb4335dcf5f9861e326814c35506a702bd7f31b2cc150,Болана ком,Не положил,,0.0,2022-02-04 00:00:00
,5fa8d47988a675edd275e6009ec098d0329d15572e3e340837333fd7111eec49,Кекец-О,Положил,,0.0,2022-02-04 00:00:00
,6ff868b38bd440bba67253d78863b28a05371b18e3556b5284b773b2ed7a1287,Зелен Сигнал,Не положил,female,1.0,2022-02-04 00:00:00
,62fc5d2319ec0f06abd6f4ab68fc684c73dcecea3ef32628a2979815bcfd9704,Арт,Положил,male,0.97,2022-02-04 00:00:00
,ed2ad8824ed6676bbf64fbd7820c568e976f1c66d63e6a412716bea46568da3f,АСХ Хирда,Не положил,female,0.94,2022-02-04 00:00:00
,c7b5d682d97eb2751a07f1eb3ae4591e549014a73c1e22e601257699b972a689,Ива Обука,Положил,female,1.0,2022-02-04 00:00:00
,374e93e0d832e05db002fa506ab724bec027795a247ba8aa758ba5ce2bc3dbab,АСУЦ Боро Петрушевски,Положил,female,0.89,2022-02-04 00:00:00
,0a1f8e2fff4cced62c001680ad0557dd36779545154b7cb5f0336358c790776d,Кекец-О,Не положил,,0.0,2022-02-04 00:00:00
,40dd0a86ec7ecf524b3856a24c7b1fda3c9f454badd8abe7c577123e62d31736,Ас-Коко,Не положил,,0.0,2022-02-04 00:00:00
,1a0d925395967bda02a66a484072cb52aa7e813f4ff1ace9a5ab4c5e2093947b,Емилија,Положил,,0.0,2022-02-04 00:00:00
,7d5835fe5bcab22618da87f671ba6863ad0663bc99c74abc9b8e13c09de051cd,Сигурност ГТБ,Не положил,,0.0,2022-02-04 00:00:00
,41ba74e5c540524ce0db10f610174493561e19cd6d1607fad9bdead1daf7fe34,Ива Обука,Положил,,0.0,2022-02-04 00:00:00
,5180a5642e1086a13106eeec4c8de95c8d0fb42cb9d80afed2b16db11f87f670,М22 М22 Дооел,Положил,,0.0,2022-02-04 00:00:00
,e531e7c549aece157adea50e64f96d49db11dcf3f5a674ac841384446f3b16c9,СМАРТ,Не положил,,0.0,2022-02-04 00:00:00
,fb0b1ddcf108ebd983d20a1983b42ba394a087312bf42329b3c38b550aea8379,Кекец-О,Не положил,male,0.99,2022-02-04 00:00:00
,ffea221ece96d6bfedc0c261290883def3753b5f65cb3aea6ba79b18011fb760,Нико- феникс,Положил,male,0.99,2022-02-04 00:00:00
,2e97f80ec8892c7bf89930b44d42e936eb0cfa92f38bcf05db26cfc07dffd901,Шкорпион,Не положил,male,0.99,2022-02-04 00:00:00
,1540898a04d3adf53317eee535f2f36f6d0fa54c9bef219ab65df3e7e491837c,Бобием,Не положил,male,0.99,2022-02-04 00:00:00
,8c6f646f1dcfbcbd9e6623284e94805a91a5e94ed2313440378d3b5773d5498a,Ива Обука,Положил,,0.0,2022-02-04 00:00:00
,1957c71f5a0b76a1f448131a4ee6e1eefa988113f8d004a38798053d87067d69,Арт,Не положил,male,0.95,2022-02-04 00:00:00
,1eb7969aa74f99038badb098950c7061e046fd7e4754806a372c2539a37f3f7f,Мартин,Не положил,female,0.99,2022-02-04 00:00:00
,a4c66199bdfeb27ba9ec0301d2a512530574d40505dc8f4687cc7e5584670342,Шкорпион,Не положил,male,0.99,2022-02-04 00:00:00
,0fe7e40686bcb9cf33526ddfad7e91778cbf48816be79e9036f58f436e67c784,АВТОМАК Гоце,Не положил,,0.0,2022-02-04 00:00:00
,61cfd72ad92c63d33c454b52e989ed031a4b59bf91223c537004a71676d1c26d,Тримоски,Не положил,female,0.98,2022-02-04 00:00:00
,f2a3f45b3a124d6cfb7cf02fd3f48f6808ebc7b6f8887e80dda1167fe71d144e,Банкина,Не положил,,0.0,2022-02-04 00:00:00
,8439f8eac4ae311eff72368cb03bdcb1dad0c2beae1e474a514372835ed9db66,Кекец-О,Положил,male,0.99,2022-02-04 00:00:00
,7c05c91fcc49ff909837e7b5d673d6821fa450925e0cb88ba88d1f8ab988279f,Болана ком,Не положил,female,0.98,2022-02-04 00:00:00
,19daf9220b4acbca60fa4bea37e3766551a992c1ba50d899ffff4b3a248397b3,Бене Трејд 53,Не положил,male,0.99,2022-02-04 00:00:00
,f9c366ab70042dd2f7005cafce3533db816c89fa8d3823345851423f20ab1e7c,Брм брм Л,Не положил,male,0.88,2022-02-04 00:00:00
,16b60573e5d28d7cfbdbdc26003520c5a32e4c2ac145e45f57ffd401fdd37a27,Мартин,Не положил,,0.0,2022-02-04 00:00:00
,80ea1597e203ed61908900c6e658ff358e344c46b304e68808e3202ed38553a5,АР-ДИ,Положил,,0.0,2022-02-04 00:00:00
,7a710c838696697c93d8f36b958b6769b0182ff593fb4a3d830ac4ee91f18df5,Шкорпион,Не положил,,0.0,2022-02-04 00:00:00
,08d03898cc69d57461176786532cc8d7a17ae75006168d6f14183390fd0ac9ce,Банкина,Положил,,0.0,2022-02-04 00:00:00
,22701e4b3c8595ba18362569c7793826fc5c42071115f7c76a0857d33e15310b,Софи-Скул,Не положил,,0.0,2022-02-04 00:00:00
,9387a272af026b7d05010d23c3293280dd42189111ecb49909b591e8f9208d4f,Идол,Не положил,male,0.99,2022-02-04 00:00:00
,5533ca8d758318a3911029630260bdedb388f35ca635ea94ca754cda540533aa,Бобием,Положил,male,0.99,2022-02-04 00:00:00
,257e465cad9e5368adab748ed9d1a8e30d429d17c296e482e8634020cd6779ae,Ива Обука,Не положил,female,0.85,2022-02-04 00:00:00
,6416dc2777bf9931456a875b8a040a4d3124bc0739fa3f093f6e3f00639d3ddd,Шкорпион,Не положил,male,1.0,2022-02-04 00:00:00
,ab1d4b6d13fc2e6117fc466b6b0f586791672a731688fd01408549ff2f6684ad,Сигурност ГТБ,Положил,,0.0,2022-02-04 00:00:00
,284bedc654985fb8e215f482a4602804496877d5d268f4a5cef26999cf8a1755,Болана ком,Не положил,,0.0,2022-02-04 00:00:00
,ff952c612ad4f953396d811a9b25f15bf9def198f1834030d502b1409a3bb539,Ива Обука,Не положил,male,0.98,2022-02-04 00:00:00
,e143e928aebf5403ced6540cac39b6ee20c5a39ace24ca0b498f0db478a40b6f,Арт,Не положил,female,0.99,2022-02-04 00:00:00
,8421bed1adc44ea849f077c36773ad2eced3bec70ea88cf47b52e260ecb18bdb,АР-ДИ,Не положил,,0.0,2022-02-04 00:00:00
,021a2ff861fd3ffc57ef97bdf2196954578e8853fcde0ab7231396ec29f94ec7,Кекец-О,Не положил,male,0.97,2022-02-04 00:00:00
,dae927d693ca3aeeac52aef3b97e764355dec7f5b673233e484f2ccddacdae31,Сигурност ГТБ,Положил,male,0.89,2022-02-04 00:00:00
,df4b883c62e913638ba9b88b07370dcaa595381273db01759e583e27595df164,Алфа 2018,Не положил,female,0.99,2022-02-04 00:00:00
,3a9e4d15a0b0385a9dcd3d089b3180f36ec528c30b1a6761d88b225e0684c37d,Мобилити,Не положил,female,0.99,2022-02-04 00:00:00
,2f86a95508217fb9946eaf0bdbbdfd36151f5d5d33c44f77d077dfab95637f6c,АСХ Хирда,Не положил,female,0.96,2022-02-04 00:00:00
,0616ebd7aec62812ef616df49001a80bc2cce3fdbcc788ac764af1d1dbf81c04,АСУЦ Боро Петрушевски,Положил,female,0.73,2022-02-04 00:00:00
,4f749831cd90006bb7ff66d4330e1e5f467912a712c557e2a6357895ad4246df,СМАРТ,Положил,female,0.97,2022-02-04 00:00:00
,fa420d450812a866481a5379a81c6f6b10dc244b132b1186f4624f774e82656e,АСХ Хирда,Не положил,male,0.97,2022-02-04 00:00:00
,a5431e4281bb34029b4559a3a03b6a40e324d6562d98495c23728a52fd63c76d,Ел Хилал - Јуниор,Положил,male,0.97,2022-02-04 00:00:00
,2cd9a59e8e0a619d8defdec960542ca3cae5fbd505912569e07d04ecc0abbf59,Ива Обука,Не положил,male,0.96,2022-02-04 00:00:00
,41c4b9443ca42730dabd958eff1370bcb6d1d5210417219db3090cfaee18e565,АР-ДИ,Не положил,male,0.96,2022-02-04 00:00:00
,0f5277c6f1607f5409a0a610f3d0217b9f580e0e85c846911a439cbb8a92c9a3,Зелен Сигнал,Не положил,male,0.91,2022-02-04 00:00:00
,43ef1b4e67b0fdd148fd3df7cbe5086bb7c12208a1432ef7879df2b1ac6e8540,Ел Хилал - Јуниор,Положил,male,0.97,2022-02-04 00:00:00
,60a987c752c752ece73ac4e6bd807f7bf065ccea4b7b28ec0eade53cc5faf9ed,АВТОМАК Гоце,Не положил,female,0.98,2022-02-04 00:00:00
,a534c50ef9dbe082e82483b8ad26581517fb0b26ea3bc18b68a92b629a1adf96,Кекец-О,Не положил,male,0.99,2022-02-04 00:00:00
,6f4ddfa5f69dcf3ff2239c5ade058cffb5f5ced49df7e82f38057972187aa2cf,Шкорпион,Не положил,female,0.99,2022-02-04 00:00:00
,b3bae600292ade909adf69354d4a6b5fc1313577ff61413f3e55c91dade5a870,Ива Обука,Положил,male,1.0,2022-02-04 00:00:00
,8c4880e1140e7e9d805651bdcc2fcf09ca362529eb5f252fdc8677b9b12c2367,Деива Обука 2001,Не положил,female,0.98,2022-02-04 00:00:00
,62b3a0e57ffaff9b5d414f3dd913450994bda2340d86c87e1b27d5900817cc48,Арт,Не положил,,0.0,2022-02-04 00:00:00
,692cdab908fdc613850e70c112a1ce17989b38269af016956c24aac878d5ddee,Болана ком,Не положил,female,0.95,2022-02-04 00:00:00
,bf7adc8ac50ac950ab5d66328644a1039270203fed64a2e86a6d2e0215c339ab,АР-ДИ,Не положил,female,0.99,2022-02-04 00:00:00
,ac0e7f0f893bf3331acb944d70af2a7017ee71f2d8fdc01c5da77e05a3960787,Мобилити Плус,Не положил,,0.0,2022-02-04 00:00:00
,70c120db060b899d63ce68fd318c9497efb944a5776a56e6709a7f3bbf7f4ac5,АСУЦ Боро Петрушевски,Положил,,0.0,2022-02-04 00:00:00
,181f3f4571f172f1ff1a9e05b9561f6fa5debddcde72f048790432ae78cf8f28,Болана ком,Положил,,0.0,2022-02-04 00:00:00
,dbd860c837c2e4088aba02346a0a110114298c428c91d22ecb51a55d984be943,Кекец-О,Не положил,,0.0,2022-02-04 00:00:00
,7ed73fb5d7f25ae137e9f1295fe3a62b31361e426136339aefe6a7af563be702,Тримоски,Не положил,,0.0,2022-02-04 00:00:00
,e537ad6b2bd19094b2fa7c5f59133fb675675d05e6646ffa21fd34e0932b5751,Болана ком,Не положил,,0.0,2022-02-04 00:00:00
,d6b2efc9304d469251a12bab300aef8b89e9a2fd6a82e152c1836a1c8af4adff,Мартин,Не положил,,0.0,2022-02-04 00:00:00
,2a16e6ab3a134943aedcabe1e81a2aa4a7e38d21c607e18e7f58d988376be5de,Кекец-О,Положил,,0.0,2022-02-04 00:00:00
,7be97352ad9723d98017187e1c92f06bbbb72197e15af578d1c80e4fc85b7060,АСХ Хирда,Не положил,,0.0,2022-02-04 00:00:00
,cbb550275f88d82f15bac220f0dc7fac7cdf0c27a89bc7184a17df4aaf01fb00,Кекец-О,Не положил,female,0.96,2022-02-04 00:00:00
,5ba971797704efb6eea53f19adffb1df2bf2d97aa821141398dbaa982f8aa3fe,Шкорпион Обука,Не положил,male,0.96,2022-02-04 00:00:00
,ae8290f8350d5ced7b1b5a453a5004bdbaf332074d9cec3b601daa1ce4f5681c,АР-ДИ,Не положил,male,0.97,2022-02-04 00:00:00
,d2f9de7d11d058597db960fa3fbde2cdf97807841aae6714175d16b806c45484,Мартин,Не положил,male,1.0,2022-02-04 00:00:00
,ab0b73c49e5957e9bc90c59b642082df060f4b406ce18f71ae46db20c948eb07,Ас-Коко,Не положил,,0.0,2022-02-04 00:00:00
,e32c0d490225c0fd6b060166ae4d3e76cdfdf865a7ef935b9f2fe0c208378b22,Шкорпион,Не положил,,0.0,2022-02-04 00:00:00
,3d0ae1243c636812f64d945d97a4e0debadd36edf141ddfd8ceef862b46840c5,Деива Обука 2001,Не положил,female,0.76,2022-02-04 00:00:00
