Unnamed: 0,"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол,date
,aac34023c7c1edafd05099de8fef799454d2abb7c199e77a38dc900175a3cc62,Мартин,Положил,male,0.97,2022-01-05
,473b4ccd9045546dc9ed20fa5bbcc49aafec9c83a2edbb3d3f47ed73512036c6,Виза,Не положил,female,0.87,2022-01-05
,2d31eb13606eb2a869a528413ce173d3e81c882b2e20ca8013f5129be7089a58,Ел Хилал - Јуниор,Положил,male,0.97,2022-01-05
,fb62f7e50727f8fd766d72d95cac45e83ed8b32f5a31122d79be6a4fd478dc8b,Идол,Не положил,female,0.99,2022-01-05
,67a797b069b48526ec1c4bd50900ef5dbe279db21ec0ac0aa7d7a65771e6dd1a,Зебра АБЦ Дооел,Не положил,female,0.98,2022-01-05
,2d2cb622bcb96c6625733bf43a9df6278bf077b17b4c32752a46bf30074ebcd1,Бобием,Положил,,0.0,2022-01-05
,fdee93534aa559b6cd0b51484f57fd552feeb3e0f55fdf4c43a9d2307e5d64d8,АСХ Хирда,Не положил,male,0.85,2022-01-05
,144cf85611fe8dfbcf7ea07a8fc5a60dee6f2007e07850eed7a37186252b729b,СМАРТ,Не положил,male,1.0,2022-01-05
,5692b3a826128e54c66588d1def3cb1152877dbcbce2e78122bce699d3c2b5eb,М22 М22 Дооел,Положил,male,1.0,2022-01-05
,9bc512e650358dbac8c5811c947f7db72b2de343c9373e884d1972c998a7fe59,АВТОМАК Гоце,Не положил,,0.0,2022-01-05
,b913a003acb0b62478b2c402e814be70362a56d5c37169f23a2145972a8f7af6,Ел Хилал - Јуниор,Положил,male,0.93,2022-01-05
,e9e0860e4b21d7e16b2e0565fa14a03a518c4b18744257f21d5268fdba6f5f6a,АСХ Хирда,Не положил,male,0.93,2022-01-05
,4563d619008dcd54894e61f5e594380cc444e7362ed73aa654a0a4ba3bb39afc,Мартин,Положил,,0.0,2022-01-05
,c59600e0607cdd03dbcb266a27f9d14aa4d5e468f1bbb499f49b4996a5d4beac,Арт,Положил,female,0.88,2022-01-05
,7f3775fe15f3a5809277c727e886d13e7237312fff8a5bf759ae7ab2bfec9332,Брм брм Л,Не положил,male,1.0,2022-01-05
,2780d9aae53a60bcf8b8a2897f7b6d70af9d637642b7fc218adcb9fc57d41da9,Арт,Положил,male,0.97,2022-01-05
,5b09ac210f0aeb1a9d47d91c237ccf44c2b9eed595aaac7fa0c6b0bceff750ce,АСХ Хирда,Положил,female,1.0,2022-01-05
,243652393c0f8414133cbfdb9114382b0e884a52f1b13401f90f4996ab9325c7,Шкорпион,Не положил,male,1.0,2022-01-05
,007355d91cdaa47c1844c877c1df2d1a28e6eba299c415e56b13a3668359619a,АР-ДИ,Положил,female,0.92,2022-01-05
,9c3b61b800d5d4e9078c8ae88c2ecc32e15911b2843f5c54985c61a91de12e77,АР-ДИ,Не положил,female,0.99,2022-01-05
,246800a1da1e4231332114587f8cbeb94d07a35d7f78d106903add091ccfe0c7,Деива Обука 2001,Положил,female,0.99,2022-01-05
,c44e814da1dfadea321653537af185cbb825374178f21728beba519e76ee8672,АСХ Хирда,Положил,female,0.98,2022-01-05
,164ecd8563c205e7fc25b98333d4cf06d31eceeeaab5306ffde19de39b5cae72,Болана ком,Положил,male,0.99,2022-01-05
,15a50b2920fc8d064191e8f47607e07d8ff1cb1a1f244fe848b6cf53f1b61305,Европски Возач ДООЕЛ Скопје,Положил,male,0.99,2022-01-05
,33e243e7f2ecfc696cde2e8a85849f98b3aa1d7489d0e7d35a51a6d5c5507e26,Шкорпион С 2014,Положил,,0.0,2022-01-05
,51d3598366341b25550834e0fe97d3c47379fb8362663307d46f04afd4e91e3d,Банкина,Не положил,male,0.99,2022-01-05
,5f44d54bbbad907e40249b6ec171f7e263bec39afaec41e3cf4e15a18f992d82,АСУЦ Боро Петрушевски,Не положил,male,0.99,2022-01-05
,9eaf5d16378a17286059827e827eb4006f0fea4f134e87eaa19d08ae34545f42,Банкина,Не се појавил,male,0.99,2022-01-05
,257e465cad9e5368adab748ed9d1a8e30d429d17c296e482e8634020cd6779ae,Ива Обука,Положил,female,0.85,2022-01-05
,23f655b1cd9bb39ff1e1629a268807a06e58539acfb2afcba6f2ba0e0ee4fae9,Бене Трејд 53,Положил,female,1.0,2022-01-05
,7664947d476452a9c67f4130114182bcd59d58bdce9d0be5733144e6d5d2e54d,Арт,Положил,,0.0,2022-01-05
,d5f25d9c2139ee631056e9253e47f7c5d277f0b75357d0f24d5578d10b4e1714,Арт,Не положил,male,0.98,2022-01-05
,e42811ace4610db162b9744312ec8fcbd71b24197a4e3ec2baf8ec395cbaa92f,Ива Обука,Положил,male,0.99,2022-01-05
,b56abb77ed279e3e7e1ee187169a06314dc38b305d9adb2c3363b8a31b262ad9,Болана ком,Положил,male,0.97,2022-01-05
,b7c51b5c9148dd2747ca16001ac3b24dac2fac912eda46d9ec73bf3d2c193a5d,Болана ком,Положил,male,0.98,2022-01-05
,c807870b8c187ef4061dc83bb7f16c8991be1a64a90c957e863c1343fd61eef0,Ива Обука,Не положил,male,0.97,2022-01-05
,8cf703f8025c7fc6ca578defea01b374f7e6b70cc455d6cd0514b082c5003ea6,Шкорпион,Не положил,male,0.97,2022-01-05
,975a1ad4d19dc768848bfdd4e50bb58f70dd70c5cc2a448a4e9e551269214701,Емилија,Положил,male,0.96,2022-01-05
,44e023f0ff1f160c0e056acae796736a7a86b01dd27100800f38e9e590d17d3c,АСХ Хирда,Не положил,male,0.97,2022-01-05
,80f05109ceddaa3e14dc713cc71c28ba8e3ac65a0e8bd1859cbc08f1fe69c13f,Ива Обука,Положил,male,0.98,2022-01-05
,44dccb41bf30dab46dd82373bada9ea9bd318b35d5b990596763b35db6ae744c,Ел-Хилал-Хана,Положил,male,0.89,2022-01-05
,482844cd17a3b28a1e8b6bf4cb1bed1f49f433e032a250a1b98633024113bdfd,Деива Обука 2001,Положил,male,0.85,2022-01-05
,7619503da68a3b55bd08d580dd36aef1ce5cf1eb05f2d703b1c13398e49e2f8e,Шкорпион Обука,Не положил,,0.0,2022-01-05
,aa418daa9a87ea260772c335b3ff15e464a62bbe269a79f09cbcfbba3ef15902,Алфа 2018,Положил,,0.0,2022-01-05
,9dc1926f71e3d43ff72903a67feb59d8152430cae41050d5e8e8ad9409e6e694,Европски Возач ДООЕЛ Скопје,Положил,,0.0,2022-01-05
,3540973021af0e84f7949a54750232369c00e05e197e390d36d41e22a7519fda,Зелен Сигнал,Положил,male,0.9,2022-01-05
,6b18286bd1f01844d4080d3e96d4b441925f440033db379cae718760adf089ca,Тримоски,Положил,female,0.96,2022-01-05
,5b2d1f7b6fcd3327082460876e1fecfecc0aca5ca51a75f603e7171d741a57e8,Арт,Не положил,,0.0,2022-01-05
,1f8181ed2e1dfd1aea1e707c5fe5947b96848f392cffdda6666209f2bc3b0706,АР-ДИ,Не положил,female,0.95,2022-01-05
,291da0aa4314d0c1981c3ba27f2c242cf288a740333f05210962bc3db13b7eba,Кекец-О,Положил,male,0.99,2022-01-05
,e33f2e01d3bc277569261866003c088ff60003a71106e0798334e39211ac1bbd,Деива Обука 2001,Положил,male,0.98,2022-01-05
,7ad131119a7232064b3006e601a225d5ff6882f7dfdcbe438b42fe5d938b0c5d,М 22 Маријана 2015,Положил,female,0.99,2022-01-05
,7212c7b74255c86833c659817225fa0ffaec5d3763f8173f00801ab974e0eb3a,Бобием,Положил,,0.0,2022-01-05
,f0d8338d78d6a9357b8c353d8baeb29adc8b186c0c54b27c1a8518026f0babcc,Кекец-О,Положил,,0.0,2022-01-05
,0525107ab7325a8bcaaaafdab7d4ecd62cd1facfeabcbc1fee41df45446a4f6b,Тримоски,Положил,male,0.98,2022-01-05
,51a55657da3089842eb768bf25d1f9aff8cce3119edbde38baa33e9a5b92e611,Зелен Сигнал,Положил,female,0.88,2022-01-05
,a510a4a991323ea1acab72c5203635fa2079e88a1a6b6fbde37cd9c978621e5a,Европски Возач ДООЕЛ Скопје,Не положил,male,0.94,2022-01-05
,8683609688eb60f0e22c863f6a2b1cab5d3cb35029fd4ed4ed58728f73bbca8e,Ас-Коко,Не положил,female,0.98,2022-01-05
,82654961163f8d0a6160e0878480cdc2a28d80909c61d7a71f4fcb1038e1987b,Шкорпион,Положил,male,0.99,2022-01-05
,5769296193713098ba5e6240ffa2f5c83e9bacc3772d3f0dac8b58f5da318c0a,Зелен Сигнал,Не положил,,0.0,2022-01-05
,4a68cb69b8124f559ed3e574c23935138b8ae57a450ccf8dbb586d66e797323e,Кекец-О,Не положил,male,0.99,2022-01-05
,5dc8c437d41e175a06dcd92fa86b049fcf7be2cead64e5569c9523d2d66d0303,Струга-ком,Положил,male,0.98,2022-01-05
,76a9df21a20881bc8f9d8d4a103fcdeb9cf7e9d087938941a6bf2cce471eac22,Сигурност ГТБ,Не положил,male,0.99,2022-01-05
,3f62b57455ee905284295f206d232666c7eb08d3005ca6559b64dadb69aa0eab,АСХ Хирда,Не положил,,0.0,2022-01-05
,65f3734d7e6e8b05e519d9ca4290b8af53907ed6f322bf3bc145871af433d482,АР-ДИ,Положил,female,0.98,2022-01-05
,afaa177d61fa77886943cd5954340029db96e55c381a73f2222c0a1350f03486,Ива Обука,Не положил,male,0.97,2022-01-05
,065e06faf657135d6bd285c042abc9aba1a47de472a84a2ee454df9bf19fe38d,Мобилити плус,Не положил,male,0.98,2022-01-05
,78a55e49f3922c9b5d901d56f9fd64a14b960580e60292201ef0b32abba8906b,Алфа 2018,Положил,male,0.88,2022-01-05
,bfe3c456518507c2410ae9fd1beb0c94b6fb3f5fbd38fc3f4614f01a5ac49c53,Ада Скул,Не положил,male,0.97,2022-01-05
,228431edad11a6ae2ef83539c2621cbb66090f0fccfebe405ee9209b5f25048f,АМСМ Услуги,Положил,,0.0,2022-01-05
,a4e6d4b2f08f9fefe9a2b09d4e10b057911183d7064c4735531f05c5f1e02a51,АСХ Хирда,Не положил,,0.0,2022-01-05
,9a32d996e8b0b3287334b25a5bc5091f9d4239164dfa60951c2c3caa3060d362,АСХ Хирда,Положил,male,0.98,2022-01-05
,c8ec3fdaef06cd99509cb405748213bdc1a217c70f82e260a74018a168b9eb16,/,Не положил,,0.0,2022-01-05
,2abc82812987fc44c63432fe066b7655cb2e81edd8d16d83eba1708d9c7ac418,АСХ Хирда,Не положил,,0.0,2022-01-05
,016f9defe1403d5b687397e0f4a36307dfd460fba3ebcb77148c8fd6531c6d32,Шкорпион Обука,Положил,female,1.0,2022-11-07 00:00:00
,8b03601ff0dfc595b2ec5c9b63e1014487776aa7a067fa1f9058a972edf478ef,Алфа 2018,Не положил,male,1.0,2022-11-07 00:00:00
,90aac088ea69a264f3750eb976e84e358a96da5b8543f95a42e89ec87c676b11,Зелен Сигнал,Положил,female,0.99,2022-11-07 00:00:00
,a6ca02d4565e46e89ca55ac96e8c337cafa5344f1106e65e671a41fae14696c1,Шкорпион,Положил,male,1.0,2022-11-07 00:00:00
,8dd5caeee933307679f3d1ed451ecd750254e2df111bce6465a7af48da6f928e,Арт,Положил,,0.0,2022-11-07 00:00:00
,6eb71f682fbf02777525c2636a04702d95a9f5f1326bbde100af5d53f8127992,Емилија,Не положил,,0.0,2022-11-07 00:00:00
,73b5874048118141c7551e7b85f4b967b823aaa523c255dd1acb66a6c94b5783,Тримоски,Положил,male,0.69,2022-11-07 00:00:00
,72a26ea5bc6a103f547024313564451c3b38a2905d3aef4f74d1394e6002e84d,М 22 Маријана 2015,Положил,female,0.82,2022-11-07 00:00:00
,b91fe86cee7136cc2f5031e5a4737e2838638d76448f9053bbb995df73084258,АСУЦ Боро Петрушевски,Положил,,0.0,2022-11-07 00:00:00
,b0b24fdc57869927849f8149ddb4c9d97b9eb33c1e9448b5c6764db6ebb3db14,Зелен Сигнал,Положил,,0.0,2022-11-07 00:00:00
,db8a421b2ae6741b7cdefde92895007013e50bcbef1f931412376b7235c9af0e,АР-ДИ,Положил,,0.0,2022-11-07 00:00:00
,00a0fcb0ee31625496e2cebe5a9bab0347a04afcd987388daa457eaefd249d33,Ива Обука,Не положил,male,0.97,2022-11-07 00:00:00
,fb1f2cb9abcd21cafa0188833a97dfd1645c8c412c26b89ad0155b00bf0048dd,АР-ДИ,Положил,male,0.97,2022-11-07 00:00:00
,e0835ba98cae21bf9b4a2d7aaf9341fdcb23eab4f9894d3365a6dfaf0ad708e4,Зелен Сигнал,Положил,male,0.97,2022-11-07 00:00:00
,d999e74f5b89211338bd0b05d4232309683c9300aa1e5e77e46a93e518205b12,АР-ДИ,Положил,male,0.98,2022-11-07 00:00:00
,961ab4653a38ccf15bd87a8dc0e652db75f2222625a8b075c79e8c7bb70d20e3,Идол,Положил,female,0.58,2022-11-07 00:00:00
,56982d94f81e0382a84e3ea07bb004f4c77d8600cd72e10293d69fc62d168823,Алфа 2018,Положил,,0.0,2022-11-07 00:00:00
,db868fd634ce318fdd2f392663b739a47a252ab4b11b45dc03c9d099360ae5e7,Ива Обука,Не положил,,0.0,2022-11-07 00:00:00
,9eaf7376aefbab6830058ee592a4b1e898b97b0de31226163df59c618bbe0a60,Ел Хилал - Јуниор,Положил,,0.0,2022-11-07 00:00:00
,d863b27c155ca193eb85b4c37f7d5ecd09ddbf47e6bb99507446f894632e6b76,Тримоски,Положил,female,1.0,2022-11-07 00:00:00
,e1826844f2482a8350d800e6f05e83f00b73f612c709fe71fc56d459ca81cc70,АСУЦ Боро Петрушевски,Положил,male,1.0,2022-11-07 00:00:00
,ddf9629c453183b7f83350c95d7508dafc611c131d1fe2321a2faea2a533d08b,Бене Трејд 53,Положил,male,1.0,2022-11-07 00:00:00
,df9f2a5ceb9039a0516eb2f2401bc80d7d7eb35ef158d3896efc4f025eda070c,Софи-Скул,Не положил,male,1.0,2022-11-07 00:00:00
,b2f9d556cebc05aa4aa23e71dab2f8a2277d55a04c393c082b02037c48dd5174,Деива Обука 2001,Не положил,male,1.0,2022-11-07 00:00:00
,4e5bfd65d5b9ecf7707ba3b35e15afac5fba091be014cd13b65e22350a50e9bb,Тримоски,Не положил,male,1.0,2022-11-07 00:00:00
,a52e2033400c14f41d8b927c92da4a972b09b6fd189cf97d44456744d5badee4,Елита дривинг,Положил,,0.0,2022-11-07 00:00:00
,50b13d20741456a17165782ea881c8bcb7252c4ed7d013b68018c23448c5841b,Ел Хилал - Јуниор,Положил,female,0.99,2022-11-07 00:00:00
,275fb290ca4da719cafe48077b74aa08ef6c80e9d356f276020b16085ffe627d,Болана ком,Положил,,0.0,2022-11-07 00:00:00
,d400c1c6a4af394bc0fb1c2abbcd767b07f67479816d3e5b34bfe24f6fdd97d4,Зелен Сигнал,Не положил,male,0.98,2022-11-07 00:00:00
,28568fd6155bac36ca30d518731b054aa9907d12af1b6df28242fd7923613925,Арт,Положил,male,0.96,2022-11-07 00:00:00
,b2c0770797d935de00ccb982e0e821b2ac25f4e33e445e43171769a56aec4140,Зелен Сигнал,Не положил,,0.0,2022-11-07 00:00:00
,7a01c8e9e79d7c0b4393a3efadece14dbdf2d9f1c94d4c2c18f65945a6f7e2b8,Софи-Скул,Положил,female,0.99,2022-11-07 00:00:00
,a39843dd0cce43b1726fd0025e3e7c3d98a9cea1d8258c119b36613399fc65ea,Панда-ЛТД,Положил,male,1.0,2022-11-07 00:00:00
,cb44a56cd84f1c47f8ad9b90c5aea624010aa9f0dba6e0544e018152607e066f,Деива Обука 2001,Положил,female,0.99,2022-11-07 00:00:00
,fd32d6fd5ec359ee039f7f9e34ae269dbcaac958e796cbd62b0981eccb0395a7,Тримоски,Положил,,0.0,2022-11-07 00:00:00
,6abd98ed9add0e052959a6cb403c4b6fc3556af2006cf5b7598310194a893f43,Шкорпион,Положил,,0.0,2022-11-07 00:00:00
,6b4dc7b281d2de53e648aa4628a930f2e8c84409baf7c70b671c851517061468,Ас-Коко,Положил,,0.0,2022-11-07 00:00:00
,6b06da82759049612b25318c8a2d257a16cd320e57b2c360198cb71ade00e205,Тримоски,Не положил,,0.0,2022-11-07 00:00:00
,81c9f57d3e7ef84b73b359f6c17a094e61a1ecae4714feab62f96a9ee1807202,Софи-Скул,Положил,female,1.0,2022-11-07 00:00:00
,e78b448b3f36969829f308646e02e6a6c9948fdacfa0a3966269a23c582e9692,АВТОМАК Гоце,Не положил,female,0.99,2022-11-07 00:00:00
,9d6ad5b16d60d720d47f584dd5bd901e71fce97a0f184d1fa85ff2d446ff7ff9,Зелен Сигнал,Не се појавил,,0.0,2022-11-07 00:00:00
,f3099b8f48092c0bdceaa5ac008782afd9dc7ccf7f2ecc7a042c5593b5b3e417,АР-ДИ,Положил,,0.0,2022-11-07 00:00:00
,6a33ef6af68409926269f2e78a89df9da9e2e29c328df9ae5685bb202d8fd104,Ел Хилал - Јуниор,Положил,male,0.99,2022-11-07 00:00:00
,aea589c8d251736a483a754988c4e7b13ca93616d300254112229e2291b5ce51,Ива Обука,Положил,,0.0,2022-11-07 00:00:00
,d82e87544b792a00d2d6a4151314301b22474b84c79f1262d10c5da0d5df21c9,Мобилити Плус,Положил,male,1.0,2022-11-07 00:00:00
,960348642552d8d56f4465242a1404b6a9e2c8d180465f6384602add3b521e22,Деива Обука 2001,Не положил,male,0.98,2022-11-07 00:00:00
,a0b8f477c5ede0c0f98c134817c7cf26e59e26fef75ff356e5dfb424f4a91ded,Шкорпион Обука,Положил,male,1.0,2022-11-07 00:00:00
,2b695f808a6dd072fafca5591246807ae5f7eb4c6e36ad35eb40d7e2610a4cb8,Елита дривинг,Не положил,male,0.97,2022-11-07 00:00:00
,0443859a76e669760adb796301d5f02391c8b17fa8491bfe02b76aa513caa210,Шкорпион Обука,Положил,male,0.99,2022-11-07 00:00:00
,6862eae3a6a1a2d410ec5256d232964104334b4fbad62754bfbd88a702c81ea1,Бобием,Не положил,male,0.68,2022-11-07 00:00:00
,f6e6f9cf61eced18bb344c28d4ea34ba1623ba4ad1ed8305c06052993568bf31,АВТОМАК Гоце,Положил,male,0.52,2022-11-07 00:00:00
,ed8c80ea3672fdd6dc95109e21a52527cb4d8afdf377e119dbdbf8f003c7d6d8,АСХ Хирда,Положил,,0.0,2022-11-07 00:00:00
,74d6d1a9e5d40c1318ef31c1231c66679ed4171d1045677b9c0915ccb96bc788,Арт,Не положил,female,0.5,2022-11-07 00:00:00
,dbaf4802c2076b3d9ac69e19026b3c2549b0567ccc169066fa9da7428b9804a4,Ива Обука,Не положил,,0.0,2022-11-07 00:00:00
,f16f8e6dc7fa50daa567978fa244a7d3401c5d7904609397f403b5f24645e285,АР-ДИ,Положил,female,0.97,2022-11-07 00:00:00
,19f38431c965fe60ad2978632fe3cf563f26846eee707412c4f87e3664ee35af,Арди Јуниор,Положил,,0.0,2022-11-07 00:00:00
,00cc68deceb9dc1b6f52238053276f6f1d6505628c78ecb8d1aaf6774b777366,Кекец-О,Не положил,male,1.0,2022-11-07 00:00:00
,393606d77e986b546a43dc7ab3222a5289b1af345c30937b50ca91ff3edbb207,АР-ДИ,Не положил,female,0.85,2022-11-07 00:00:00
,d3b1bff849a2b1b8b5d0c61cabf58fb0a20fa58bb7e41c345510fc11ff0ce15f,Ива Обука,Не положил,male,0.99,2022-11-07 00:00:00
,86f47f16a3b7e1f0ce6ca8596ae1cf4cab8851c5ebae6a4bd36ac61617ca9b91,АР-ДИ,Положил,,0.0,2022-11-07 00:00:00
,8894132ef46c9605dafcc72efdf37a2106922db2b498729b0a33b5df3f2f03da,Нова-Нова,Положил,male,1.0,2022-11-07 00:00:00
,81cbb5e8b3680350aceb8cc423e788112080d998cd3594f094b52cedda3635a6,Идол,Не се појавил,male,0.88,2022-11-07 00:00:00
,a46265fabaa06cee89dce1750b92ae1385380ef7d732e2832dc0e47b2e63b91b,Струга-ком,Положил,,0.0,2022-11-07 00:00:00
,ec9f0a52aadabc675bd28e4b2f39c665c11cc22f06c7ca8a659f99338cc778b7,Скопје,Положил,female,0.67,2022-11-07 00:00:00
,0ad0cd7b9d031e2d97118af2cb69eca644a441d2db397d75df73f3c2ef144d89,Болана ком,Положил,,0.0,2022-11-07 00:00:00
,210fd13d642c7034924bc83aa1a55e1a9d92f8abcc68220edbb8ba713877b8ab,Зебра АБЦ Дооел,Положил,,0.0,2022-11-07 00:00:00
,54c4dc987f7e656897505a8cd37a69386663b0972c422d1d5849fcf46105ad47,Идол,Положил,female,1.0,2022-11-07 00:00:00
,a84348f58dc58419f288b0effefc3ca0c35b5a14e25b955c71c9044f3c402464,Мобилити плус,Положил,female,1.0,2022-11-07 00:00:00
,19542199ee40b3f51b5a3c10b1aa73a89215d0c96c82f7bb4a6c1f47b3e87ad5,Мартин,Положил,female,1.0,2022-11-07 00:00:00
,68c650839fd9f457b1014dcb5cd823a69d598d5267d62afd9c62dfcf7a33f052,Алфа 2018,Положил,female,1.0,2022-11-07 00:00:00
,de52100114abd3f5737e58fd2e7aa7240f46639fbe85736cb0860d30313ee6ae,Деива Обука 2001,Положил,female,1.0,2022-11-07 00:00:00
,753490f7ad452444193d154aa1c3a1df79251f9d66f04da3417926326a2d87e1,Панда-ЛТД,Положил,female,1.0,2022-11-07 00:00:00
,08e11273ab23041372cda20d05404475517e28ef2f2be02819bb2d5881a5d6b3,Емилија,Не положил,male,0.98,2022-11-07 00:00:00
,d0e71cf93d58528ad5e8f2ca465f42b4bdcdae3e82752fd32c24f061cdc284a0,АСХ Хирда,Положил,female,1.0,2022-11-07 00:00:00
,9661b131e5e13de96bea59eb2b0144585f7a90585e7dec7ef1f1eed04fa66032,Ел Хилал - Јуниор,Не положил,male,0.97,2022-11-07 00:00:00
,a29e296f63d53a466fe3f06f9e7696612c33ef6d50cf01c61cc658542fbdd6dc,АР-ДИ,Положил,,0.0,2022-11-07 00:00:00
,8331bdae1ab1f8cdc210e1881b5510c1ff6b03907e20e3643834de4a4ffacac5,Ива Обука,Положил,male,0.98,2022-02-07 00:00:00
,8f7a44d9db73db21035292a4edccedc7f9d55f03b95c3f791b95ca684ae670d2,Зелен Сигнал,Положил,,0.0,2022-02-07 00:00:00
,ddb0f9d46ce68c73c2a71fa3679c7aa89228055ba3b88883c3d559b3b92f83b7,АСХ Хирда,Положил,male,0.93,2022-02-07 00:00:00
,c315f3f28ed499e61a361b3b7fe76e50aad7629a4838496e070c56164543df37,Идол,Не положил,male,1.0,2022-02-07 00:00:00
,19cf80b07994ae407294356644b3e82bd1f63d48f7fe960523c73e196f9f166b,Кекец-О,Положил,male,1.0,2022-02-07 00:00:00
,b19c1f21acd0a6a0b4e5e84e206de3676cbbdb2b717b50da391281e346e08392,АСХ Хирда,Не положил,female,0.93,2022-02-07 00:00:00
,6be71c7dd5027554d8bb0d1feb3a89cacd57cc3fc5e2079284d91d474045e190,Ас-Коко,Не положил,male,0.98,2022-02-07 00:00:00
,34339d8537a941503b2768268052ea886bde4fbf36b81941d9078200de202c34,Мартин,Положил,female,0.99,2022-02-07 00:00:00
,5b727bff997bfb85e94d32f5cc20264dba875bb4dc85393eaeb64f91a0cae786,/,Положил,male,0.86,2022-02-07 00:00:00
,6d714d859b3a47c92e08f861180b0a20fa72cd9e79ba003378e71315bfb989cd,Европски Возач ДООЕЛ Скопје,Положил,female,0.97,2022-02-07 00:00:00
,d004025eab3d4711fb69e8ef95f47ad269f8895c80a71b15df6be1ffc6b6973a,Бобием,Положил,,0.0,2022-02-07 00:00:00
,79209ecbd9447ce6c39b5a3bb9474c57f995a8ea18bbdbf8467b89c3c2fc177b,Кекец-О,Не положил,male,0.99,2022-02-07 00:00:00
,36ec30aaf9b3552b5e4c2f943ec00f53f71d4cdcf10a0ba177b4eb633dd72a4b,Кекец-О,Положил,male,0.99,2022-02-07 00:00:00
,d0cb1b6917e3a7b15a7fe5b06375fef5cdca8398b0c68fda4e57bcdb0c30d38c,Деива Обука 2001,Положил,male,0.99,2022-02-07 00:00:00
,6fa5d04f63e7af332ae00abad3f0d4fd31b803173ac5355c583d22a3bfc9676b,Софи-Скул,Положил,male,0.99,2022-02-07 00:00:00
,0282d7b3becab734232fafefd8edf9092c7422a064496091ca58633387e6c768,Бобием,Положил,male,1.0,2022-02-07 00:00:00
,9d410fba41c4a66192e74a3173ac1e0eb5b74021a3a78ddadc504b33d5eddbbd,Софи-Скул,Положил,male,0.89,2022-02-07 00:00:00
,935b366d0b8a58ff89855eac9eed630b0ec3db86cf16e796bf1c308b393ea8e2,Ел Хилал - Јуниор,Не положил,female,0.96,2022-02-07 00:00:00
,4d80aa0836fd16c13e96c09c949c0788789b6f0842fa2407b4bc041a559e8ca0,Зебра АБЦ Дооел,Положил,male,0.98,2022-02-07 00:00:00
,5ed4ac3c606da3c6ac23036b576387ba72b069cbc96235ef4258b44812b98455,Зелен Сигнал,Положил,female,0.99,2022-02-07 00:00:00
,636cd14fa2834b864b2cd0dae1ca8b581df5785c550352d55436c009ac1979e3,Шкорпион,Положил,male,0.75,2022-02-07 00:00:00
,0a71e22be9204a9912cff6a682b7c3b3d66a3b418a5594d2b721cd2451989658,АР-ДИ,Не положил,,0.0,2022-02-07 00:00:00
,5e0186432d290a4247cb7002e5a119a657a86c9fca7cad5e3800f51184f17d73,Зелен Сигнал,Положил,female,0.64,2022-02-07 00:00:00
,48e626381a72db57d6ee5daf69869632401991ded90ad7908bedf4f4b6f20188,Струга-ком,Не положил,male,0.97,2022-02-07 00:00:00
,c783f5d5c3fda0c23087a185a86efcbf6565b113127eed934e454d72035aab49,Мобилити плус,Положил,male,0.99,2022-02-07 00:00:00
,2c77550cce7237779d38b4a2fda2d7c18cf8d5467146dff3638007d913a60468,Болана ком,Положил,female,0.99,2022-02-07 00:00:00
,3f6b1bf4efe85fa1461d38830ad15af4816cd0816f4b08b3072e98d0b87201d7,СМАРТ,Положил,female,0.98,2022-02-07 00:00:00
,edf6d5d662ac563c14988963a1ca490fe376f9d9b49511a59fcf544ea4c66fd2,Кекец-О,Положил,,0.0,2022-02-07 00:00:00
,8b49e285c15d4723f900ad4bb43712642a862fab417c5edb9f151bc3a0eec56b,Шкорпион С 2014,Положил,,0.0,2022-02-07 00:00:00
,ab9e13444c02773cf774ac06d166353b6ab79cdc77f44d0cc47ab9a9ffb5f1d7,Брм брм Л,Положил,,0.0,2022-02-07 00:00:00
,af6e576ca08dda952b1f648d4ee6e660a1c96420880d2246e0c2601d07f4694e,Идол,Не положил,female,0.96,2022-02-07 00:00:00
,454d012ff53c4a42743e61800e609d13e5b3405efca05e7c9db1ca162bed68ab,Софи-Скул,Не положил,male,0.99,2022-02-07 00:00:00
,8665c9045b211ca8dfa59c81a4e9af9add262851f4083cf0fd9bdd65df3cf1fd,/,Положил,male,1.0,2022-02-07 00:00:00
,13d9e37da4293ae90f0b8e2c49b57e3baecd3f1476bc85fb4924a4e36f5e7d8d,Деива Обука 2001,Положил,female,0.98,2022-02-07 00:00:00
,27bf328fbc81da760bbd45df92269f6787c436f284be1cc7285601182384a971,Струга-ком,Положил,,0.0,2022-02-07 00:00:00
,471c3b05412f5ce35da58b7025a434142bb269d2266ffa0904190a29054c469f,Шкорпион,Положил,male,0.99,2022-02-07 00:00:00
,74e07959be3cc5b49ca14a8187aac939b06cd436a6f7cf158dc251eb6fea862f,Виза,Положил,male,0.99,2022-02-07 00:00:00
,591a9296a54ec2ccb86ebc8dd0c2bf55fc98527148305bda026207ac8bd6faee,Нова-Нова,Положил,male,0.98,2022-02-07 00:00:00
,7c4b9309a0d66874cc1c2f55fe5b3857139917a278d6cf8f5be58e8710a8b921,СМАРТ,Не положил,male,0.98,2022-02-07 00:00:00
,8ff1a2dfc76fd652e0f52fc8e2f6e90b8d7f46516da508eceb18c65483672692,Шкорпион,Положил,female,0.99,2022-02-07 00:00:00
,2b695f808a6dd072fafca5591246807ae5f7eb4c6e36ad35eb40d7e2610a4cb8,Елита дривинг,Не положил,male,0.98,2022-02-07 00:00:00
