Unnamed: 0,"Име, име на родител и презиме",Автошкола,Резултат,Пол,ВеројатностЗаПол,date
,f744a9391b063316223182416f5f43b2735f31a4138c52aa1ae621eb29057225,АСХ Хирда,Положил,male,0.97,2022-02-16 00:00:00
,29327752a4be4e4d95fcc9a495c400f8089113316c32e7e5491c995b29828181,Банкина,Положил,,0.0,2022-02-16 00:00:00
,74a82f360ac8bdc5990f580dfda23fef8bd6c14a608b477978ecf92cdb24b04b,СМАРТ,Положил,female,0.97,2022-02-16 00:00:00
,17d1fe4ddaed04d1c9d375a0bba79960092e6b8eda5e6f5133cd338bde50078a,Зебра АБЦ Дооел,Положил,female,0.98,2022-02-16 00:00:00
,9b3fab5fff844387223eae2b17efb99372be7ea44ad25b7c56a305fbba48824c,Банкина,Не положил,female,0.99,2022-02-16 00:00:00
,11df0a69ceada06f6d17adf59b14771f657ed4c649e6fa11c1dbbb81ac1e5d44,Ас-Коко,Положил,,0.0,2022-02-16 00:00:00
,b594372a91757ff8d9348e1f2f940c58712e761e90d352aefd6f3ae6b187a9f6,Тримоски,Положил,female,0.98,2022-02-16 00:00:00
,2eb8ab70613597a20388fc1f78809879469cc336599f32a0c8312b7c0b418e2f,АР-ДИ,Положил,,0.0,2022-02-16 00:00:00
,f4eefe132ca42c444c877242d951e0ae31f5fb4b12b942a0fac4d05081148f92,АР-ДИ,Положил,,0.0,2022-02-16 00:00:00
,1efee1208b5d1343c9657978a50d75da4e95cea0ca64de555ab2be38854e0af1,АР-ДИ,Положил,,0.0,2022-02-16 00:00:00
,d3043a3868caf8063096d2758d439933f1098334b8d6f821ba5ea179e86d6b08,Европски Возач ДООЕЛ Скопје,Не положил,,0.0,2022-02-16 00:00:00
,571c16f28c947747c039405c648e65fadccaa8c2b2df4149535925de8558b277,АР-ДИ,Положил,male,1.0,2022-02-16 00:00:00
,23d1751dcd469456efc337f83202184065f2abc4f4114d10cd9c5462db2d090c,СМАРТ,Положил,male,0.98,2022-02-16 00:00:00
,10a7237a4e9ff2c64907694593d21dd4391d3da4cd9a19b87592e07ac0aa594d,Бобием,Положил,male,0.98,2022-02-16 00:00:00
,2e410c94244f5b43c2c9f3f6d9af8b8a4cda83bca0d7a09952d6112fec9b0bf4,М22 М22 Дооел,Положил,female,0.99,2022-02-16 00:00:00
,279bca4349bba735779a6169910dfd04c264432640ec0698868057f780302db2,Алфа 2018,Положил,,0.0,2022-02-16 00:00:00
,3389ef939787ba70a17a17b20ffe8dd8e466d9b6ef7ddca7440ffb34c6f85514,Ива Обука,Положил,,0.0,2022-02-16 00:00:00
,756c4531709ddecbf9652e7c83768d6f371d62fed495060bdd95d920d4b28b6c,Ива Обука,Положил,,0.0,2022-02-16 00:00:00
,bd655f92ef83512e91982f2e55bfcbe345c10b4da0231d37ca22930cbb6cd4cf,Зелен Сигнал,Положил,,0.0,2022-02-16 00:00:00
,b6cf62120ce05b17e30f9c274e616c9a5dc4f3ee6ad9c90a093b3bf533313fd0,М22 М22 Дооел,Положил,female,0.95,2022-02-16 00:00:00
,ef944740686bf112d374f2f5072a9476ae7923faae26f75c434aa443db8f841d,Шкорпион,Положил,,0.0,2022-02-16 00:00:00
,f57c52a6e06c040b828f045f59c8c9a86cef474338f39e87b04252dc61f8da83,СМАРТ,Не положил,male,0.99,2022-02-16 00:00:00
,e5d5263c3f1f4ea269f9abeb0a208f4b2db7506e6f668f3c34d70efa0e8b4078,АР-ДИ,Не положил,,0.0,2022-02-16 00:00:00
,99a228f89162a4918b5f7b6992331a473b259c22941c978260fbadfff87110d7,Шкорпион С 2014,Не положил,male,0.56,2022-02-16 00:00:00
,0a6531b857f8f4b0fcca196f9cef5a94552ae916089d0b6789b7a2190c3f3b85,М22 М22 Дооел,Положил,male,0.56,2022-02-16 00:00:00
,86ed66395f9fe625863c94cd50151146261bc70f993cc4f28e1742f9ea646cc3,Арт,Не положил,,0.0,2022-02-16 00:00:00
,b9c56ca226b3306fc3f7f75ad2ee3c6cba05099736996ff1c4781b5d786f4913,Ел Хилал - Јуниор,Положил,,0.0,2022-02-16 00:00:00
,27ad80bef2f37c05aef093e00f294dd846ed93ec03467d5b64a865b08f55e1e6,Ива Обука,Положил,male,0.97,2022-02-16 00:00:00
,774a0da15a45c4f8f01c886c5dd382ea61c1e1b327bfec4e3cb7b4b01e3b720c,Тримоски,Положил,male,0.98,2022-02-16 00:00:00
,9a7af335c5b4c153b94fc7b8041f17f99cb9b2c05210ca29b5d3d43f4aab5a37,АСУЦ Боро Петрушевски,Не положил,male,0.98,2022-02-16 00:00:00
,6e67dbfd744a1562075d7d3e81688bffc33b858563723cfaad9d0b07e1b88db9,Зебра,Положил,,0.0,2022-02-16 00:00:00
,56cf23d1dd0f7533e1e78a15281df8233ef5c9318ec122675c1cc07fc2b262bb,Зелен Сигнал,Положил,,0.0,2022-02-16 00:00:00
,53598557286aee58ee9f11041faaf17ad677f32c409dc832122a9edc33316187,Зебра АБЦ Дооел,Положил,male,0.95,2022-02-16 00:00:00
,e1b272cc3a5a38b1738a7c3acfe41be74a78b6c5c1a4eeb973916525e33da17d,Шкорпион,Не положил,female,0.98,2022-02-16 00:00:00
,a8f65618bf76fb1da8add1c97699fce7b40c3e0fb5dbdcfb1f1c36d6026a6857,Алфа 2018,Положил,female,0.98,2022-02-16 00:00:00
,61fae56aeb8808ce16d7c82f9f06bf69cc8d8e21ecbcd1a5b7d3df7d1bcac8de,Европски Возач ДООЕЛ Скопје,Не положил,,0.0,2022-02-16 00:00:00
,82271330453c404fa10e001118685dbf68177ee7c5b040cf2208a7cd39d1b97e,Арт,Не положил,,0.0,2022-02-16 00:00:00
,bedb4f1073a863a65555317e7770f7cbdec65986184e4215cbe29f73a56b1ce5,Алфа 2018,Положил,,0.0,2022-02-16 00:00:00
,511e5dadd163a0565889e732ca60d86eec2c55d27fbd5a483253089f03775536,Идол,Положил,male,0.98,2022-02-16 00:00:00
,fd93ca1c6748fc49fdfb68bcecd98d8d604242414c36977a63598a6ea18929eb,Мартин,Не положил,male,0.98,2022-02-16 00:00:00
,569143e94f4d4adfcd2076ca6922c4fa375bd699f6f8540dc3986b931c0edf63,Мартин,Положил,male,0.97,2022-02-16 00:00:00
,42f989441b0a295fa36973d7939ed449a08ecba63e55162910ab36a06512ecf0,Сигурност ГТБ,Не положил,male,0.98,2022-02-16 00:00:00
,84d385daba17cebd2e6cb62df95233cc8a9e67cf8f6291905303ca30e8ed8ff2,Ива Обука,Положил,male,0.97,2022-02-16 00:00:00
,149f3ddf3c1a61f9f60814c824f380dae5d4ad03fbc9c7a0c3e0d45fbf2e5280,Ива Обука,Не положил,,0.0,2022-02-16 00:00:00
,566b391e876cbe0c82239ada5df18610d0efee30c0cab1112810a30f63738a37,Ива Обука,Положил,,0.0,2022-02-16 00:00:00
,306c724aaf640c7c412d8878cd75cb24e5369739f8c4fe32914786a2b04900fa,Арт,Положил,,0.0,2022-02-16 00:00:00
,0c6a57a3ac5fd5ef5b629135fcdca84e0aa9e4b98d450a525fbc086dcd483f94,Арт,Не положил,,0.0,2022-02-16 00:00:00
,a25fc2b3e706b0a79e905c32a371cdff1021c341babdceb8cc0624ef6055eedf,Зебра АБЦ Дооел,Положил,male,0.98,2022-02-16 00:00:00
,0efe3797fbdc660c554d06bd67ddeb78f2de0b43789eb460936f6ebfa8cd9195,Ива Обука,Положил,,0.0,2022-02-02 00:00:00
,0d994a96c4b0473056d166c1696a373347de0a8b87f45faf2718f116b1810db8,Зебра АБЦ Дооел,Положил,female,1.0,2022-02-02 00:00:00
,59647f0c81a61d90ad5a3a9a7489ce263c8807dbbb4ca2c0a6b77a51a9683c57,Мартин,Положил,male,0.94,2022-02-02 00:00:00
,42b87578462db27806cdaf7b8fe4baacfa29e69e62032f4a9a6c5c797eb40a54,АР-ДИ,Положил,,0.0,2022-02-02 00:00:00
,52f331271b7a119ac9a1da94a88570bfc884c1099b0f28d342e5517c131f62a7,Ива Обука,Положил,male,0.93,2022-02-02 00:00:00
,2b1c1ca5c65ef33fb953d8135c8643416d0107e035308d6845b21c3410f91752,Кекец-О,Не положил,,0.0,2022-02-02 00:00:00
,475f244d5bd31e6cbf1aad7336f5fa109144915f88c5fc8dfc56c2a561ee8011,Панда-ЛТД,Положил,female,0.98,2022-02-02 00:00:00
,708b0d37062c1808f29032c1f9dfd2151fde45bf35742fbc3c62c06737958b3e,Алфа 2018,Положил,male,0.99,2022-02-02 00:00:00
,28418062536dde5b3427c8d1bb7f5cbab588caa2355fe6fc17b2c851b11de112,Ел Хилал - Јуниор,Не положил,male,0.86,2022-02-02 00:00:00
,10c885f1f39652ec974c4e5cacb03816daf4950c43c50446228ef3915375b47e,Ива Обука,Положил,male,0.96,2022-02-02 00:00:00
,70424a3efae9e11dbd4a7f380d10e3c9e3ec9b73b92e72d5ba80326a859ee6b4,Шкорпион Обука,Не положил,,0.0,2022-02-02 00:00:00
,0493b90f639cbae86c8e88d60eef8b42fd2c7d964229018b98b03bc7ade4736b,АР-ДИ,Не положил,female,1.0,2022-02-02 00:00:00
,3622b9bbb31257baf7f73fa852c202c8e3303bbde064861d823a7767693341e2,СМАРТ,Не се појавил,,0.0,2022-02-02 00:00:00
,9d578746737d02c2e2ff11b65af9780250771a841feef1c84f97d0ad11e40c03,СМАРТ,Не положил,,0.0,2022-02-02 00:00:00
,dacbae22d408ea9d0275edc73037452c32f99efcf9f6c47029baacc12491e968,Тримоски,Положил,female,0.98,2022-02-02 00:00:00
,348baf60d40f4f9db64f6a791f1ce7d4f2f0ab9a6ab1d6474190de11f3856678,Македонија сообраќај,Положил,male,1.0,2022-02-02 00:00:00
,babc015fea2993fafe4b90ad822ff296bafa039a9ee29c3aa60e2f6a24e4f914,Ас-Коко,Положил,male,0.97,2022-02-02 00:00:00
,c93718a914fe9762d660343a48fa87a14c1b20d00e4536d440234afaba7c681c,Панда-ЛТД,Не положил,female,0.98,2022-02-02 00:00:00
,52b006c921a4c7bc11afd252f24148305448b6510ec8f19bfb6354552010439f,Виза,Положил,female,1.0,2022-02-02 00:00:00
,d6b366a256628b57225c975378621acec70947ff225d9179fc059ebcdb2db55b,Болана ком,Положил,male,0.86,2022-02-02 00:00:00
,78b087c2a8d17cc35a595c1b1bf485d677d4e59ea6c019f072516ab02abe5305,Зелен Сигнал,Положил,female,0.97,2022-02-02 00:00:00
,f19b81494e9775ab1f648b336114de8a26ad9950488443b20a0546457915a553,Шкорпион,Положил,female,0.99,2022-02-02 00:00:00
,e87f54d0a06416a1c7396137321454520de4b1b3003a48e56bd6c84d3729e114,Бобием,Положил,female,0.96,2022-02-02 00:00:00
,ff873b00648633805dcb22345cd95c9e6f98363d58dd5bdc9f9659dfa2088a48,АР-ДИ,Не положил,male,0.97,2022-02-02 00:00:00
,969f77ecd5af5c3bb365116906a4f336adf63a80af09d7e054424069d010943a,Елита дривинг,Не положил,,0.0,2022-02-02 00:00:00
,19e4aef6e1fd1d83b3e5e5565146979b40be59cd974d1a265d7eeb5ebdb76359,Арт,Не положил,,0.0,2022-02-02 00:00:00
,fb31eaa3f78e4997dcccffd1bc5cd52f6236dc241dd1ddc28733d8ce8cddcd04,Идол,Не положил,male,0.97,2022-02-02 00:00:00
,955e81e5ac92d0d54abc7fe7ce4f03e940ddb5a4601eb23892bcc6b3574ac36d,Бобием,Положил,male,0.99,2022-02-02 00:00:00
,a1afc89e3e0e0c403700327c8af2ac3b00b2d64363962b617ed0bfadcb5c6b50,Мобилити Плус,Положил,female,0.96,2022-02-02 00:00:00
,3fe2537a443deedc384ff4585aa46cdbf6a2f854d5dfac726e1842203195d8fe,АР-ДИ,Положил,male,0.96,2022-02-02 00:00:00
,a843b0a5b90a8534576f1536465fd6672a2d385a42668590f06d7e5830f6075e,Ел Хилал - Јуниор,Не положил,male,0.96,2022-02-02 00:00:00
,dc46050c6f360622ceec2502c55ea31bf53b767919f3b0af6c72281145249a4d,Банкина,Положил,,0.0,2022-02-02 00:00:00
,f8518ad7bb069ef3c88fe1a4263e1762e2eb722b79eb135f9b7a2f5ff735bac5,Европски Возач ДООЕЛ Скопје,Положил,,0.0,2022-02-02 00:00:00
,d7990c6107324ddcc017c54ac884988a1b4df0fe13c0261771645c1e78d980e5,АР-ДИ,Положил,,0.0,2022-02-02 00:00:00
,5661fc92c2227d886da8221dd6f576986108f2e472be2d9c0b6c4b9796dfa4b5,Деива Обука 2001,Положил,female,0.96,2022-02-02 00:00:00
,a36d5a00f1b8f26885af353e6bf6fff5d1b5fecb374e4e9b3eb7cc00841148ca,Ас-Коко,Не се појавил,,0.0,2022-02-02 00:00:00
,ed500b560b597650fbaaf9c15d8c913314b02456c4ce3c9bfa9dd5b4f24800a2,Дацко,Не положил,,0.0,2022-02-02 00:00:00
,be50c183db120fe2cc5d5fbfedde6c84a568ddde957b8c8a9bb077d538e1f788,Виза,Положил,,0.0,2022-02-02 00:00:00
,0b0d4ac195ac689ab91d0e2c66d3fb1fc41f32b2899f91bea0f14ee5db20edc5,Шкорпион,Положил,male,0.95,2022-02-02 00:00:00
,6c44303a18e050b7e79e6d25b823b975d5e51c91fda89ae87240fb93627961f8,Автомак,Положил,,0.0,2022-02-02 00:00:00
,a62b7f8f3d089429456a665f53832bfa988c4d4924dcb2be4808cdffb09d22f7,Тримоски,Положил,male,0.99,2022-02-02 00:00:00
,3ea7537b46ac16b4a6e0dc856203c5887908a5a798a5763f8ca20750f3e5ca40,Софи-Скул,Положил,male,0.99,2022-02-02 00:00:00
,eb44f69e9f3140c2ef71e2490199ec5590ef2a25afd50b448c4db21de7f3a271,Ива Обука,Положил,female,0.91,2022-02-02 00:00:00
,429b7b8b39c9d5b303f8015463e61c4f41c098af00bdbee0d3a3a7a1ec1061d8,АСХ Хирда,Положил,male,0.92,2022-02-02 00:00:00
,77cda28630c465530105348d9c1075952c372138feffa955bbbf01ab70e829bd,Емилија,Не положил,,0.0,2022-02-02 00:00:00
,f80d2f2e7b904cb0ac9e64664b9f9fe0856ae05b9cd5e95ce1f1b68052357aa1,Бобием,Положил,male,0.9,2022-02-02 00:00:00
,15919ca8d114cfb62da8a868e9af2fd2551cf49a2dd557b077d9e470c9e840a8,Арт,Не положил,male,0.97,2022-02-02 00:00:00
,cd5ed9bbd07fbdf245d8af974e01edf35ffd862eb69632c997be9cca42ee6bc1,Брм брм Л,Не положил,,0.0,2022-02-02 00:00:00
,9b21a8a7682a9c2b0d10493a5a7dfc757f1c7c397772cbb83abb521f811fd50f,Идол,Не положил,female,0.52,2022-02-02 00:00:00
,be52f14358d7b3657471bec98be8179604369470f36ccf9e075b2e0d2a3a7e7a,Автомак,Положил,male,0.56,2022-02-02 00:00:00
,998cd79cd8e497f6ee8ab2767dad763bd086e0909c1ecd28069efda7a91d797e,АСУЦ Боро Петрушевски,Положил,male,0.56,2022-02-02 00:00:00
,5cf48213d3f50ea8cf583aaf2596866d0687286e323c2b64a755b710a3a1b213,Шкорпион,Положил,male,0.56,2022-02-02 00:00:00
,5801ddedb132a6de6d396521b4cc4c494bfabaab656af2d75b5651ddabd52c22,Елита дривинг,Не положил,male,0.98,2022-02-02 00:00:00
,1dc220ea99baa4276660fa1e700159c8ae05672c23062d1c095ff019467399e9,Ел Хилал - Јуниор,Положил,female,0.96,2022-02-02 00:00:00
,d867d79171c5393cce87dc3e44ae104df8a9c45b31431e94ac51b454ec72b661,Алфа 2018,Положил,male,0.99,2022-02-02 00:00:00
,112a173fbd930298d830614ccece3bdbeb56b608d2de45e56edf56563e64db4c,Европски Возач ДООЕЛ Скопје,Положил,female,0.85,2022-02-02 00:00:00
,781bc8825925736d3a7c9c149501dba2ff3201cd56b6e9471ed43f8fe45b7c01,АВТОМАК Гоце,Положил,female,0.98,2022-02-02 00:00:00
,0bf36f959741616131e23e2a53d0789007c73501ed5f71894a6b732c17bc3d68,Сигурност ГТБ,Не положил,male,0.95,2022-02-02 00:00:00
,e0cc6985eef8e26641107daa3685c7e80ad555a89c08e3c2c9ee8fcd2f6724a6,Зебра АБЦ Дооел,Положил,,0.0,2022-02-02 00:00:00
,287aa363efcc7c71da4a96c875e004ea88211d57f1519203f1da974e23a8b84c,АР-ДИ,Положил,female,0.97,2022-02-02 00:00:00
,349ae6c30719cb998abec161e643d249afa9bf0a6e0cc1c6b028c583c93070cc,М22 М22 Дооел,Не положил,female,0.99,2022-02-02 00:00:00
,b31a6d764191e1e5293018aa46bc7ce239f9dc3d249f226fd5b606f6782601fa,Ива Обука,Положил,female,0.99,2022-02-02 00:00:00
,1b4e3942787e26482be3436f96d5a5aa0159b661d9cf85b9d6beee4728d4d35f,Алфа 2018,Не положил,female,0.78,2022-02-02 00:00:00
,80dcc6ca4699d98e9e09a0869573547a6109c548231d1a3d3746910e839f32b0,Кекец-О,Положил,male,0.98,2022-02-02 00:00:00
,d33ee47c43568588af4cc41cdf457ea65b1d2b080ccc2f2fc2e7d7b36b12bce0,Зелен Сигнал,Не положил,,0.0,2022-02-02 00:00:00
,86d97b496e1df437bae7ac37d8625768fa301d71f1a8327febbe63d1d15aebb7,Шкорпион,Положил,female,0.98,2022-02-02 00:00:00
,e712a9b15cb1a3bd080b505df90c684add02644a74d44614a0223eec04a12837,М22 М22 Дооел,Положил,male,0.98,2022-02-02 00:00:00
,56130a4a5a51c0828990ecad036d5c94de76631450c4b91f7c1f8f37fcdee328,АСХ Хирда,Не положил,,0.0,2022-02-02 00:00:00
,4f1e7fd4b01da2d39d176c020aa4992d3cc1aff55254c3e2ac23c1da36184506,Ива Обука,Положил,male,0.96,2022-02-02 00:00:00
,b36a598b1369a8bcd691f0914e1ffd3dade78f771307bb35ae9c0734aaca09d8,Елита дривинг,Положил,male,0.96,2022-02-02 00:00:00
,0ade9ace83a62798bc6ae8d545bd4f133ce6be9db705f93889a3ee50c8b4e16b,Тримоски,Положил,male,0.99,2022-02-02 00:00:00
,b8a60c021cae5cb5bc4fd31c579b3bbc12e59dd867fa5afc3617fe9ff440f82a,Ива Обука,Положил,,0.0,2022-02-02 00:00:00
,0c6a57a3ac5fd5ef5b629135fcdca84e0aa9e4b98d450a525fbc086dcd483f94,Арт,Не положил,,0.0,2022-02-02 00:00:00
,c697c3a7484b79d43e4fece077772130323f09b9621a75c400fd5f042a355687,Шкорпион,Не положил,male,0.96,2022-02-02 00:00:00
,5eb688996a7870bd553fc301d5fb270558dd5dff34cb9610eebd7485e2d97e21,Елита дривинг,Не положил,,0.0,2022-02-02 00:00:00
,e9cffc383da0ba3b136e6ccd8b7de427736f7296e9b4ecc14ef5668095f09123,АСХ Хирда,Положил,,0.0,2023-03-14 00:00:00
,3f5bbfedf5d2e037988e18f9f30bb467a42e50ee4707f9b9bf73ed3b4a7365c4,Ива Обука,Положил,male,0.99,2023-03-14 00:00:00
,b06f6fa7958992ccc2608f8110ad1a40dc6ef6181f61893c7d6847eb616d9608,Идол,Положил,male,1.0,2023-03-14 00:00:00
,faeb828385b2abb456a06c1dacd0bcffd062fef81b7059ab6c8f064410a74a4f,Зелен Сигнал,Положил,male,1.0,2023-03-14 00:00:00
,aedf2585e625faa72a18c788f2b11c6842d60f93580c011f52784b1cbe206697,Зелен Сигнал,Положил,female,0.98,2023-03-14 00:00:00
,bd37bdb4b126e34d6c00b2455f25b8e04e1c0a6e6b9dcb912d0e25affc6abf9c,М 22 Маријана 2015,Положил,,0.0,2023-03-14 00:00:00
,7f4b3ce60c08f115f385c3cb5e69831fb6efe5cd5b86a585fdaf7f4f8cba196b,Мартин,Положил,female,0.97,2023-03-14 00:00:00
,1916074c0a51f24c423158efe69108a25dadf1077b919672b206c9f92b80dd83,Кекец-О,Положил,male,1.0,2023-03-14 00:00:00
,f55c50524043a34121541a01f104cba51fa37faf4bdd7de25f92d0d2d2f1e27d,Арт,Положил,male,0.99,2023-03-14 00:00:00
,0b2afe512fe8fda0d0b000858885f78f2aef525ebf7294a1d0701e8717d05e8d,АСХ Хирда,Положил,female,0.98,2023-03-14 00:00:00
,e30c3cf722eead812d3382538b18d787b830ff781b6342e4abf57ccafb69fadc,Арт,Положил,male,0.86,2023-03-14 00:00:00
,993f480e0986d814bdccf4af5002cfc85490be64ac59e8c22b938933240a49c6,Ел Хилал - Јуниор,Положил,,0.0,2023-03-14 00:00:00
,26404431d50f3e94c9ca6855fa843345af056ed3f3629814287660115c46bd36,Ел Хилал,Не положил,male,0.98,2023-03-14 00:00:00
,f982b0b68f6bb4fd6c163c9ca44ccd2d5e9d995df025245adbd04e66d71a1250,АР-ДИ,Положил,,0.0,2023-03-14 00:00:00
,bd1d02f5cf482c1140997f91548563efe31185043afca3e5774cee446a1f30b7,Ас-Коко,Не положил,male,0.98,2023-03-14 00:00:00
,e9882b57ba7b63c66124c7e92591716af2da321a2981cabc537a9dd20c525277,Идол,Не положил,,0.0,2023-03-14 00:00:00
,787b368211395a55798d54a25d65623ada0f69bffb8bd95779eb253bc1ca4f6d,Јоле,Положил,,0.0,2023-03-14 00:00:00
,50084320b2c8f78149fb55d64a0dd3bad1c80616ef833f5e1218b1d37d404e06,Деива Обука 2001,Положил,male,0.99,2023-03-14 00:00:00
,006f728ae88fde179327bedde7970b42fbe961e01381d5ef8e53aa0b078e0413,Мобилити Плус,Положил,male,0.99,2023-03-14 00:00:00
,135404fc4ccbf0f2a4b49164dc8a40b590753ef23041c5680ad2cce84a5a0aa2,Деива Обука 2001,Не положил,male,1.0,2023-03-14 00:00:00
,a3c03316b54c2326945d7aa35f2714d2a58acff3badded2fce756ca146a8b400,Шкорпион,Не положил,male,1.0,2023-03-14 00:00:00
,8f3fb728f131825f24784045735c37459e6860d9892d1a3987d50a458c842eb9,Мартин,Положил,male,1.0,2023-03-14 00:00:00
,0f8d7835778f1cd0c9ca4fc51a6c0a85021d1d2eca4f03a8e706dcb72a4ba365,Европски Возач ДООЕЛ Скопје,Положил,female,0.98,2023-03-14 00:00:00
,cf21e12290c8c4951c8412c1d75a6c414326d4a656fa540b4311168dcb693aae,Болана ком,Положил,,0.0,2023-03-14 00:00:00
,581c9fd5c4ef1c073adf1a68d514a7d240b3c5d48274c78c6676236b1ef79fb8,Емилија,Положил,,0.0,2023-03-14 00:00:00
,bab5a68c1456fce5da0060bab2cfe61430f77f66000d3dd6f7bbe812dc8a8074,Мартин,Не положил,male,0.98,2023-03-14 00:00:00
,e04e8174bd656d17ced7b45fa04671c7b8886c0e3282393cbb211abce0149fc9,Ас-Коко,Не положил,male,0.98,2023-03-14 00:00:00
,fbc94abbd13e37415f2cef04f5d848746b6098de40902bec2e227ac20a80eb94,АСУЦ Боро Петрушевски,Положил,,0.0,2023-03-14 00:00:00
,e575dbdf33fc40bc5625af72746701301b17e18faff95472da4e028d5fa6f322,АР-ДИ,Не положил,male,0.91,2023-03-14 00:00:00
,d11d6fdd6f92502c3fa6b1b027913246e97143449516ff818814d4a67ccccec7,Панда-ЛТД,Не положил,male,0.88,2023-03-14 00:00:00
,51a63fb960b66c4bb46dfa458cbbd3a2c3ad1d4394c13abadf303b139d140bae,Идол,Положил,,0.0,2023-03-14 00:00:00
,c39b0c52e533447b5eebbd2faf830aaee73b6dcb09ed9029f304dd0d8bf82cd3,Виза,Положил,female,0.99,2023-03-14 00:00:00
,6bf6917e455a8f2480444972dde3feee5fb2b678f247836fb04fde1a610f354e,Деива Обука 2001,Не се појавил,female,0.99,2023-03-14 00:00:00
,276d1ea9498dbc763dfa809b92c156eea049bff56a7a1f4434c0c7442d8693cf,Кекец-О,Положил,female,0.99,2023-03-14 00:00:00
,5acb6737c11143e10921b1899169a9c5148cd45aca486125cc021559fe2852bf,Максигнал,Положил,,0.0,2023-03-14 00:00:00
,750941f9755421c3bc250a5601cb3da34bc2be46b83a43215092bfb790a5c28e,Виза,Положил,female,1.0,2023-03-14 00:00:00
,2aac9a1c77fea736f3013de6465dc2ecad961bbe4163838d014a92922b6f6ac1,Идол,Не положил,male,0.95,2023-03-14 00:00:00
,0ed7f0d4c94b5edccefea14a42b290c454b1cf56eb61b494e96647a646ffbcf7,Бобием,Положил,female,0.99,2023-03-14 00:00:00
,bab5fbb7c0aa9b00370a1bb831af3d6f93d8414a70ec203c580d016ad0968155,Мобилити,Положил,male,1.0,2023-03-14 00:00:00
,b135c36d508c38f01b16f628903af82d1ee59629f962c6783795cb83a5b1978b,Зелен Сигнал,Положил,,0.0,2023-03-14 00:00:00
,e6a996d58248c696e4cdf302906b2fcc4a3f35beaeba5769fa9ea546c00ed20e,АР-ДИ,Положил,female,0.99,2023-03-14 00:00:00
,fe90c615e26c664ab8a760c6a18743494042687deaa8386e6510e6e77ad0faa6,Виза,Не положил,,0.0,2023-03-14 00:00:00
,1ded75c9c628f2c82fac491b314fd7374bd764911104ae8c9be175db8b80e4b3,Шкорпион С 2014,Положил,male,0.73,2023-03-14 00:00:00
,7a40e92b4d3cd033a8e5848847ef03a608f7e9fdb750fc58802855f73dac9da6,Идол,Не положил,male,0.99,2023-03-14 00:00:00
,cb50901e607554bb1a1120146f2b4c8208af72751ae1c3db48d9eb4952da88da,Елита дривинг,Положил,male,1.0,2023-03-14 00:00:00
,4bfe7bb27db7b860abf280d9de014c8a1e3a7d726f5d65192f3f590ef1d7caef,Кекец-О,Положил,female,1.0,2023-03-14 00:00:00
,b818df71871970629a01564246d40fe5dc8a33ca8e9ebce833173a207ee6e443,Зелен Сигнал,Не положил,male,0.76,2023-03-14 00:00:00
,a06484755be0edcff5fd476d0208e8472c645b54015ee451d5b05a5cd7a5a138,Тримоски,Положил,male,1.0,2023-03-14 00:00:00
,13749290eb3915fb4b9e729ab1a3272d4b38832fb47e9587ca8f37db41db0fc0,Емилија,Положил,,0.0,2023-03-14 00:00:00
,1a226e53425567f33eb29512c927b9882a337b2ca2fd909c531236b76481b9c7,Шкорпион Обука,Положил,female,1.0,2023-03-14 00:00:00
,4614617239249fef14c01e6e2797f0f211f555bf6baf6ac42e12f7c65dc30e26,АР-ДИ,Не положил,male,0.99,2023-03-14 00:00:00
,83782e22619cf7a44caaa00b9f436dd112adafaa36f32b70f26444e271ec170a,Бене Трејд 53,Положил,male,1.0,2023-03-14 00:00:00
,2186dbccfae4e3c0e5914ca88bbd68a5521a764b83945da6abcea5d98ecf1e66,Болана ком,Положил,,0.0,2023-03-14 00:00:00
,2a505013235262ef3537e27137d1df57b8f23e70aaa50178fd3d8aea13b05258,Шкорпион,Положил,male,1.0,2023-03-14 00:00:00
,e1892b0cea6d57227970bfa49b91e8f98c71b8bcc7287b052e224c2fa9b87075,Арт,Не положил,female,0.99,2023-03-14 00:00:00
,b710726ccf1335fba949ab38de29ffeb34468f0bc1a0c4f890518764a779f81e,Мартин,Положил,female,0.99,2023-03-14 00:00:00
,85edc8c02ba4289c7384f7a56b893da9d660d2456cbd36543bb1b1bef06cb7ba,Алфа 2018,Не положил,male,1.0,2023-03-14 00:00:00
,254ef883e6cf39403ad98a82d71a5eb4f8c152ea7a82afc016eaab9eaa8c9a4c,АСУЦ Боро Петрушевски,Не положил,female,0.99,2023-03-14 00:00:00
,e4cb85d1d4f2e8594c38b7f47340efa9b60a10a9201b12f5aeed245349bd8bfa,Зелен Сигнал,Не положил,,0.0,2023-03-14 00:00:00
,3da251706be915c404afc3f8de95feb74d4f5e5617cf09b0ae34b3a0ef29d56d,Мартин,Не положил,male,0.91,2023-03-14 00:00:00
,74dd07b97713b1ee8ae180b4dc64a29f8d1b713ffbc30718b6ff8a81cfcff6bb,Европски Возач ДООЕЛ Скопје,Положил,male,1.0,2023-03-14 00:00:00
,209199ce8a587d4c43ef53b9ebdcb1745810cdb184dfa29e2fad08e0ec9f6561,Шкорпион,Положил,male,1.0,2023-03-14 00:00:00
